sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,description,attributes,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,dim_execution,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_temperature,dim_technology,dim_seam_type,dim_purpose,dim_shell,dim_source_subcategory,dim_gost_designation,dim_mass_method
гост-30732-2020-тройники-530x10-273x8-ппу-оц-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 530х10 - 273х8 ГОСТ 30732-2020,500,250,530,10,273,8,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,,,,530х10-273х8-20,False,гост-30732-2020-тройники-530x10-273x8-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 500. DN ответвления 250. Наружный диаметр 530 мм. Толщина стенки 10 мм. Ответвление 273х8 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 530х10-273х8-20.,dn=500; dn_branch=250; outer_diameter=530; wall_thickness=10; outer_d_branch=273; wall_branch=8; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=530х10-273х8-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,273,8,500,250,,,,,,ППУ ОЦ,Тройники,530х10-273х8-20,
гост-30732-2020-тройники-1020x14-630x12-ппу-оц--20,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 1020х14 - 630х12 Ст20 ГОСТ 30732-2020,1000,600,1020,14,630,12,,,,,20,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,20,,,1020х14-630х12-20,False,гост-30732-2020-тройники-1020x14-630x12-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 1000. DN ответвления 600. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 630х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-630х12-20.,dn=1000; dn_branch=600; outer_diameter=1020; wall_thickness=14; outer_d_branch=630; wall_branch=12; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=1020х14-630х12-20; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-630x12-ппу-оц-,20,Нет,,onbackorder,no,1,630,12,1000,600,,,,,,ППУ ОЦ,Тройники,1020х14-630х12-20,
гост-30732-2020-тройники-1020x14-630x12-ппу-оц--17г1с-у,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 1020х14 - 630х12 17Г1С-У ГОСТ 30732-2020,1000,600,1020,14,630,12,,,,,17Г1С-У,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,17Г1С-У,,,1020х14-630х12-17Г1С-У,False,гост-30732-2020-тройники-1020x14-630x12-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 1000. DN ответвления 600. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 630х12 мм. Исполнение 1. Марка стали 17Г1С-У. Условное обозначение: 1020х14-630х12-17Г1С-У.,dn=1000; dn_branch=600; outer_diameter=1020; wall_thickness=14; outer_d_branch=630; wall_branch=12; execution=1; material_grade=17Г1С-У; coating=ППУ ОЦ; gost_designation=1020х14-630х12-17Г1С-У; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-630x12-ппу-оц-,17Г1С-У,Нет,,onbackorder,no,1,630,12,1000,600,,,,,,ППУ ОЦ,Тройники,1020х14-630х12-17Г1С-У,
гост-30732-2020-тройники-1020x14-630x12-ппу-пэ-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 1020х14 - 630х12 ГОСТ 30732-2020,1000,600,1020,14,630,12,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,,,,1020х14-630х12-20,False,гост-30732-2020-тройники-1020x14-630x12-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 1000. DN ответвления 600. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 630х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-630х12-20.,dn=1000; dn_branch=600; outer_diameter=1020; wall_thickness=14; outer_d_branch=630; wall_branch=12; execution=1; material_grade=20; coating=ППУ ПЭ; gost_designation=1020х14-630х12-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,630,12,1000,600,,,,,,ППУ ПЭ,Тройники,1020х14-630х12-20,
гост-30732-2020-тройники-1020x14-630x12-ппу-пэ--20,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 1020х14 - 630х12 Ст20 ГОСТ 30732-2020,1000,600,1020,14,630,12,,,,,20,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,20,,,1020х14-630х12-20,False,гост-30732-2020-тройники-1020x14-630x12-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 1000. DN ответвления 600. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 630х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-630х12-20.,dn=1000; dn_branch=600; outer_diameter=1020; wall_thickness=14; outer_d_branch=630; wall_branch=12; execution=1; material_grade=20; coating=ППУ ПЭ; gost_designation=1020х14-630х12-20; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-630x12-ппу-пэ-,20,Нет,,onbackorder,no,1,630,12,1000,600,,,,,,ППУ ПЭ,Тройники,1020х14-630х12-20,
гост-30732-2020-тройники-1020x14-630x12-ппу-пэ--17г1с-у,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 1020х14 - 630х12 17Г1С-У ГОСТ 30732-2020,1000,600,1020,14,630,12,,,,,17Г1С-У,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,17Г1С-У,,,1020х14-630х12-17Г1С-У,False,гост-30732-2020-тройники-1020x14-630x12-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 1000. DN ответвления 600. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 630х12 мм. Исполнение 1. Марка стали 17Г1С-У. Условное обозначение: 1020х14-630х12-17Г1С-У.,dn=1000; dn_branch=600; outer_diameter=1020; wall_thickness=14; outer_d_branch=630; wall_branch=12; execution=1; material_grade=17Г1С-У; coating=ППУ ПЭ; gost_designation=1020х14-630х12-17Г1С-У; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-630x12-ппу-пэ-,17Г1С-У,Нет,,onbackorder,no,1,630,12,1000,600,,,,,,ППУ ПЭ,Тройники,1020х14-630х12-17Г1С-У,
гост-30732-2020-тройники-1020x14-720x12-ппу-оц-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 1020х14 - 720х12 ГОСТ 30732-2020,1000,700,1020,14,720,12,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,,,,1020х14-720х12-20,False,гост-30732-2020-тройники-1020x14-720x12-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 1000. DN ответвления 700. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 720х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-720х12-20.,dn=1000; dn_branch=700; outer_diameter=1020; wall_thickness=14; outer_d_branch=720; wall_branch=12; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=1020х14-720х12-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,720,12,1000,700,,,,,,ППУ ОЦ,Тройники,1020х14-720х12-20,
гост-30732-2020-тройники-1020x14-720x12-ппу-оц--20,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 1020х14 - 720х12 Ст20 ГОСТ 30732-2020,1000,700,1020,14,720,12,,,,,20,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,20,,,1020х14-720х12-20,False,гост-30732-2020-тройники-1020x14-720x12-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 1000. DN ответвления 700. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 720х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-720х12-20.,dn=1000; dn_branch=700; outer_diameter=1020; wall_thickness=14; outer_d_branch=720; wall_branch=12; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=1020х14-720х12-20; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-720x12-ппу-оц-,20,Нет,,onbackorder,no,1,720,12,1000,700,,,,,,ППУ ОЦ,Тройники,1020х14-720х12-20,
гост-30732-2020-тройники-1020x14-720x12-ппу-оц--17г1с-у,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 1020х14 - 720х12 17Г1С-У ГОСТ 30732-2020,1000,700,1020,14,720,12,,,,,17Г1С-У,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,17Г1С-У,,,1020х14-720х12-17Г1С-У,False,гост-30732-2020-тройники-1020x14-720x12-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 1000. DN ответвления 700. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 720х12 мм. Исполнение 1. Марка стали 17Г1С-У. Условное обозначение: 1020х14-720х12-17Г1С-У.,dn=1000; dn_branch=700; outer_diameter=1020; wall_thickness=14; outer_d_branch=720; wall_branch=12; execution=1; material_grade=17Г1С-У; coating=ППУ ОЦ; gost_designation=1020х14-720х12-17Г1С-У; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-720x12-ппу-оц-,17Г1С-У,Нет,,onbackorder,no,1,720,12,1000,700,,,,,,ППУ ОЦ,Тройники,1020х14-720х12-17Г1С-У,
гост-30732-2020-тройники-1020x14-720x12-ппу-пэ-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 1020х14 - 720х12 ГОСТ 30732-2020,1000,700,1020,14,720,12,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,,,,1020х14-720х12-20,False,гост-30732-2020-тройники-1020x14-720x12-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 1000. DN ответвления 700. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 720х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-720х12-20.,dn=1000; dn_branch=700; outer_diameter=1020; wall_thickness=14; outer_d_branch=720; wall_branch=12; execution=1; material_grade=20; coating=ППУ ПЭ; gost_designation=1020х14-720х12-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,720,12,1000,700,,,,,,ППУ ПЭ,Тройники,1020х14-720х12-20,
гост-30732-2020-тройники-1020x14-720x12-ппу-пэ--20,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 1020х14 - 720х12 Ст20 ГОСТ 30732-2020,1000,700,1020,14,720,12,,,,,20,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,20,,,1020х14-720х12-20,False,гост-30732-2020-тройники-1020x14-720x12-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 1000. DN ответвления 700. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 720х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-720х12-20.,dn=1000; dn_branch=700; outer_diameter=1020; wall_thickness=14; outer_d_branch=720; wall_branch=12; execution=1; material_grade=20; coating=ППУ ПЭ; gost_designation=1020х14-720х12-20; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-720x12-ппу-пэ-,20,Нет,,onbackorder,no,1,720,12,1000,700,,,,,,ППУ ПЭ,Тройники,1020х14-720х12-20,
гост-30732-2020-тройники-1020x14-720x12-ппу-пэ--17г1с-у,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 1020х14 - 720х12 17Г1С-У ГОСТ 30732-2020,1000,700,1020,14,720,12,,,,,17Г1С-У,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,17Г1С-У,,,1020х14-720х12-17Г1С-У,False,гост-30732-2020-тройники-1020x14-720x12-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 1000. DN ответвления 700. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 720х12 мм. Исполнение 1. Марка стали 17Г1С-У. Условное обозначение: 1020х14-720х12-17Г1С-У.,dn=1000; dn_branch=700; outer_diameter=1020; wall_thickness=14; outer_d_branch=720; wall_branch=12; execution=1; material_grade=17Г1С-У; coating=ППУ ПЭ; gost_designation=1020х14-720х12-17Г1С-У; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-720x12-ппу-пэ-,17Г1С-У,Нет,,onbackorder,no,1,720,12,1000,700,,,,,,ППУ ПЭ,Тройники,1020х14-720х12-17Г1С-У,
гост-30732-2020-тройники-1020x14-820x12-ппу-оц-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 1020х14 - 820х12 ГОСТ 30732-2020,1000,800,1020,14,820,12,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,,,,1020х14-820х12-20,False,гост-30732-2020-тройники-1020x14-820x12-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 1000. DN ответвления 800. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 820х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-820х12-20.,dn=1000; dn_branch=800; outer_diameter=1020; wall_thickness=14; outer_d_branch=820; wall_branch=12; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=1020х14-820х12-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,820,12,1000,800,,,,,,ППУ ОЦ,Тройники,1020х14-820х12-20,
гост-30732-2020-тройники-1020x14-820x12-ппу-оц--20,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 1020х14 - 820х12 Ст20 ГОСТ 30732-2020,1000,800,1020,14,820,12,,,,,20,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,20,,,1020х14-820х12-20,False,гост-30732-2020-тройники-1020x14-820x12-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 1000. DN ответвления 800. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 820х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-820х12-20.,dn=1000; dn_branch=800; outer_diameter=1020; wall_thickness=14; outer_d_branch=820; wall_branch=12; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=1020х14-820х12-20; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-820x12-ппу-оц-,20,Нет,,onbackorder,no,1,820,12,1000,800,,,,,,ППУ ОЦ,Тройники,1020х14-820х12-20,
гост-30732-2020-тройники-1020x14-820x12-ппу-оц--17г1с-у,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 1020х14 - 820х12 17Г1С-У ГОСТ 30732-2020,1000,800,1020,14,820,12,,,,,17Г1С-У,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,17Г1С-У,,,1020х14-820х12-17Г1С-У,False,гост-30732-2020-тройники-1020x14-820x12-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 1000. DN ответвления 800. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 820х12 мм. Исполнение 1. Марка стали 17Г1С-У. Условное обозначение: 1020х14-820х12-17Г1С-У.,dn=1000; dn_branch=800; outer_diameter=1020; wall_thickness=14; outer_d_branch=820; wall_branch=12; execution=1; material_grade=17Г1С-У; coating=ППУ ОЦ; gost_designation=1020х14-820х12-17Г1С-У; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-820x12-ппу-оц-,17Г1С-У,Нет,,onbackorder,no,1,820,12,1000,800,,,,,,ППУ ОЦ,Тройники,1020х14-820х12-17Г1С-У,
гост-30732-2020-тройники-1020x14-820x12-ппу-пэ-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 1020х14 - 820х12 ГОСТ 30732-2020,1000,800,1020,14,820,12,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,,,,1020х14-820х12-20,False,гост-30732-2020-тройники-1020x14-820x12-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 1000. DN ответвления 800. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 820х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-820х12-20.,dn=1000; dn_branch=800; outer_diameter=1020; wall_thickness=14; outer_d_branch=820; wall_branch=12; execution=1; material_grade=20; coating=ППУ ПЭ; gost_designation=1020х14-820х12-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,820,12,1000,800,,,,,,ППУ ПЭ,Тройники,1020х14-820х12-20,
гост-30732-2020-тройники-1020x14-820x12-ппу-пэ--20,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 1020х14 - 820х12 Ст20 ГОСТ 30732-2020,1000,800,1020,14,820,12,,,,,20,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,20,,,1020х14-820х12-20,False,гост-30732-2020-тройники-1020x14-820x12-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 1000. DN ответвления 800. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 820х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-820х12-20.,dn=1000; dn_branch=800; outer_diameter=1020; wall_thickness=14; outer_d_branch=820; wall_branch=12; execution=1; material_grade=20; coating=ППУ ПЭ; gost_designation=1020х14-820х12-20; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-820x12-ппу-пэ-,20,Нет,,onbackorder,no,1,820,12,1000,800,,,,,,ППУ ПЭ,Тройники,1020х14-820х12-20,
гост-30732-2020-тройники-1020x14-820x12-ппу-пэ--17г1с-у,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 1020х14 - 820х12 17Г1С-У ГОСТ 30732-2020,1000,800,1020,14,820,12,,,,,17Г1С-У,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,17Г1С-У,,,1020х14-820х12-17Г1С-У,False,гост-30732-2020-тройники-1020x14-820x12-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 1000. DN ответвления 800. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 820х12 мм. Исполнение 1. Марка стали 17Г1С-У. Условное обозначение: 1020х14-820х12-17Г1С-У.,dn=1000; dn_branch=800; outer_diameter=1020; wall_thickness=14; outer_d_branch=820; wall_branch=12; execution=1; material_grade=17Г1С-У; coating=ППУ ПЭ; gost_designation=1020х14-820х12-17Г1С-У; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-820x12-ппу-пэ-,17Г1С-У,Нет,,onbackorder,no,1,820,12,1000,800,,,,,,ППУ ПЭ,Тройники,1020х14-820х12-17Г1С-У,
гост-30732-2020-тройники-1020x14-920x12-ппу-оц-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 1020х14 - 920х12 ГОСТ 30732-2020,1000,900,1020,14,920,12,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,,,,1020х14-920х12-20,False,гост-30732-2020-тройники-1020x14-920x12-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 1000. DN ответвления 900. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 920х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-920х12-20.,dn=1000; dn_branch=900; outer_diameter=1020; wall_thickness=14; outer_d_branch=920; wall_branch=12; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=1020х14-920х12-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,920,12,1000,900,,,,,,ППУ ОЦ,Тройники,1020х14-920х12-20,
гост-30732-2020-тройники-1020x14-920x12-ппу-оц--20,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 1020х14 - 920х12 Ст20 ГОСТ 30732-2020,1000,900,1020,14,920,12,,,,,20,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,20,,,1020х14-920х12-20,False,гост-30732-2020-тройники-1020x14-920x12-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 1000. DN ответвления 900. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 920х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-920х12-20.,dn=1000; dn_branch=900; outer_diameter=1020; wall_thickness=14; outer_d_branch=920; wall_branch=12; execution=1; material_grade=20; coating=ППУ ОЦ; gost_designation=1020х14-920х12-20; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-920x12-ппу-оц-,20,Нет,,onbackorder,no,1,920,12,1000,900,,,,,,ППУ ОЦ,Тройники,1020х14-920х12-20,
гост-30732-2020-тройники-1020x14-920x12-ппу-оц--17г1с-у,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ОЦ 1020х14 - 920х12 17Г1С-У ГОСТ 30732-2020,1000,900,1020,14,920,12,,,,,17Г1С-У,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ОЦ,17Г1С-У,,,1020х14-920х12-17Г1С-У,False,гост-30732-2020-тройники-1020x14-920x12-ппу-оц-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ОЦ. DN 1000. DN ответвления 900. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 920х12 мм. Исполнение 1. Марка стали 17Г1С-У. Условное обозначение: 1020х14-920х12-17Г1С-У.,dn=1000; dn_branch=900; outer_diameter=1020; wall_thickness=14; outer_d_branch=920; wall_branch=12; execution=1; material_grade=17Г1С-У; coating=ППУ ОЦ; gost_designation=1020х14-920х12-17Г1С-У; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-920x12-ппу-оц-,17Г1С-У,Нет,,onbackorder,no,1,920,12,1000,900,,,,,,ППУ ОЦ,Тройники,1020х14-920х12-17Г1С-У,
гост-30732-2020-тройники-1020x14-920x12-ппу-пэ-,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 1020х14 - 920х12 ГОСТ 30732-2020,1000,900,1020,14,920,12,,,,,,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,,,,1020х14-920х12-20,False,гост-30732-2020-тройники-1020x14-920x12-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 1000. DN ответвления 900. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 920х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-920х12-20.,dn=1000; dn_branch=900; outer_diameter=1020; wall_thickness=14; outer_d_branch=920; wall_branch=12; execution=1; material_grade=20; coating=ППУ ПЭ; gost_designation=1020х14-920х12-20; source_subcategory=Тройники,variable,,17Г1С-У|20,Нет,,onbackorder,no,1,920,12,1000,900,,,,,,ППУ ПЭ,Тройники,1020х14-920х12-20,
гост-30732-2020-тройники-1020x14-920x12-ппу-пэ--20,гост-30732-2020,ГОСТ 30732-2020,изоляция-и-покрытия,Изоляция и покрытия,ППУ,Тройник ППУ ПЭ 1020х14 - 920х12 Ст20 ГОСТ 30732-2020,1000,900,1020,14,920,12,,,,,20,,pdf/изоляция-и-покрытия/ГОСТ_30732_2020.pdf,,,,,,1,ППУ ПЭ,20,,,1020х14-920х12-20,False,гост-30732-2020-тройники-1020x14-920x12-ппу-пэ-,Тройник с теплоизоляцией по ГОСТ 30732-2020. Оболочка: ППУ ПЭ. DN 1000. DN ответвления 900. Наружный диаметр 1020 мм. Толщина стенки 14 мм. Ответвление 920х12 мм. Исполнение 1. Марка стали Ст20. Условное обозначение: 1020х14-920х12-20.,dn=1000; dn_branch=900; outer_diameter=1020; wall_thickness=14; outer_d_branch=920; wall_branch=12; execution=1; material_grade=20; coating=ППУ ПЭ; gost_designation=1020х14-920х12-20; source_subcategory=Тройники,variation,гост-30732-2020-тройники-1020x14-920x12-ппу-пэ-,20,Нет,,onbackorder,no,1,920,12,1000,900,,,,,,ППУ ПЭ,Тройники,1020х14-920х12-20,
