sku,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,angle,radius,pn,mass_kg,material,material_grade,execution,gost_designation,normative_key,pdf_path,standard_page,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,coating,washer_type,nominal_d_mm,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,description,attributes,dim_w_mm,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_length_l,dim_sector_h,dim_semi_sector_h_22_30,dim_pn_non_aggressive,dim_pn_aggressive,dim_arc_length,dim_developed_length,dim_developed_b,dim_wall_s1,dim_wall_sk,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_inner_diameter,dim_straight_length_1,dim_height_h,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2,dim_outer_d_branch,dim_length,dim_with_support,dim_support_d,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass,dim_temperature,dim_height_mm,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_outer_diameter,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg,dim_thread_size,dim_length_mm,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class,equal_pass,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock
ост-34-10-700-1997-50-пк-57-4-45-2-5-09г2с,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-45×2.5 09Г2С ОСТ 34.10.700-1997,50,40,57,4,45,2.5,,,,,09Г2С,09Г2С,,К-57х4-45х2.5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-45-2-5,,,,,,,,,,,К-57х4-45х2.5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 40. Размеры 57х4-45х2.5 мм. Условное обозначение: К-57х4-45х2.5. Марка стали 09Г2С.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; outer_d_branch=45; wall_branch=2.5; gost_designation=К-57х4-45х2.5; material_grade=09Г2С,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-45-2-5,09Г2С,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-45-2-5-10,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-45×2.5 10 ОСТ 34.10.700-1997,50,40,57,4,45,2.5,,,,,10,10,,К-57х4-45х2.5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-45-2-5,,,,,,,,,,,К-57х4-45х2.5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 40. Размеры 57х4-45х2.5 мм. Условное обозначение: К-57х4-45х2.5. Марка стали 10.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; outer_d_branch=45; wall_branch=2.5; gost_designation=К-57х4-45х2.5; material_grade=10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-45-2-5,10,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-45-2-5-10г2,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-45×2.5 10Г2 ОСТ 34.10.700-1997,50,40,57,4,45,2.5,,,,,10Г2,10Г2,,К-57х4-45х2.5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-45-2-5,,,,,,,,,,,К-57х4-45х2.5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 40. Размеры 57х4-45х2.5 мм. Условное обозначение: К-57х4-45х2.5. Марка стали 10Г2.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; outer_d_branch=45; wall_branch=2.5; gost_designation=К-57х4-45х2.5; material_grade=10Г2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-45-2-5,10Г2,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-45-2-5-10г2с1,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-45×2.5 10Г2С1 ОСТ 34.10.700-1997,50,40,57,4,45,2.5,,,,,10Г2С1,10Г2С1,,К-57х4-45х2.5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-45-2-5,,,,,,,,,,,К-57х4-45х2.5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 40. Размеры 57х4-45х2.5 мм. Условное обозначение: К-57х4-45х2.5. Марка стали 10Г2С1.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; outer_d_branch=45; wall_branch=2.5; gost_designation=К-57х4-45х2.5; material_grade=10Г2С1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-45-2-5,10Г2С1,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-45-2-5-10х17н13м2т,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-45×2.5 10Х17Н13М2Т ОСТ 34.10.700-1997,50,40,57,4,45,2.5,,,,,10Х17Н13М2Т,10Х17Н13М2Т,,К-57х4-45х2.5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-45-2-5,,,,,,,,,,,К-57х4-45х2.5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 40. Размеры 57х4-45х2.5 мм. Условное обозначение: К-57х4-45х2.5. Марка стали 10Х17Н13М2Т.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; outer_d_branch=45; wall_branch=2.5; gost_designation=К-57х4-45х2.5; material_grade=10Х17Н13М2Т,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-45-2-5,10Х17Н13М2Т,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-45-2-5-12х18н10т,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-45×2.5 12Х18Н10Т ОСТ 34.10.700-1997,50,40,57,4,45,2.5,,,,,12Х18Н10Т,12Х18Н10Т,,К-57х4-45х2.5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-45-2-5,,,,,,,,,,,К-57х4-45х2.5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 40. Размеры 57х4-45х2.5 мм. Условное обозначение: К-57х4-45х2.5. Марка стали 12Х18Н10Т.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; outer_d_branch=45; wall_branch=2.5; gost_designation=К-57х4-45х2.5; material_grade=12Х18Н10Т,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-45-2-5,12Х18Н10Т,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-45-2-5-13хфа,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-45×2.5 13ХФА ОСТ 34.10.700-1997,50,40,57,4,45,2.5,,,,,13ХФА,13ХФА,,К-57х4-45х2.5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-45-2-5,,,,,,,,,,,К-57х4-45х2.5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 40. Размеры 57х4-45х2.5 мм. Условное обозначение: К-57х4-45х2.5. Марка стали 13ХФА.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; outer_d_branch=45; wall_branch=2.5; gost_designation=К-57х4-45х2.5; material_grade=13ХФА,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-45-2-5,13ХФА,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-45-2-5-17г1с,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-45×2.5 17Г1С ОСТ 34.10.700-1997,50,40,57,4,45,2.5,,,,,17Г1С,17Г1С,,К-57х4-45х2.5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-45-2-5,,,,,,,,,,,К-57х4-45х2.5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 40. Размеры 57х4-45х2.5 мм. Условное обозначение: К-57х4-45х2.5. Марка стали 17Г1С.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; outer_d_branch=45; wall_branch=2.5; gost_designation=К-57х4-45х2.5; material_grade=17Г1С,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-45-2-5,17Г1С,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-45-2-5-17г1с-у,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-45×2.5 17Г1С-У ОСТ 34.10.700-1997,50,40,57,4,45,2.5,,,,,17Г1С-У,17Г1С-У,,К-57х4-45х2.5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-45-2-5,,,,,,,,,,,К-57х4-45х2.5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 40. Размеры 57х4-45х2.5 мм. Условное обозначение: К-57х4-45х2.5. Марка стали 17Г1С-У.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; outer_d_branch=45; wall_branch=2.5; gost_designation=К-57х4-45х2.5; material_grade=17Г1С-У,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-45-2-5,17Г1С-У,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-45-2-5-17гс,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-45×2.5 17ГС ОСТ 34.10.700-1997,50,40,57,4,45,2.5,,,,,17ГС,17ГС,,К-57х4-45х2.5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-45-2-5,,,,,,,,,,,К-57х4-45х2.5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 40. Размеры 57х4-45х2.5 мм. Условное обозначение: К-57х4-45х2.5. Марка стали 17ГС.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; outer_d_branch=45; wall_branch=2.5; gost_designation=К-57х4-45х2.5; material_grade=17ГС,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-45-2-5,17ГС,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-45-2-5-20,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-45×2.5 20 ОСТ 34.10.700-1997,50,40,57,4,45,2.5,,,,,20,20,,К-57х4-45х2.5,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-45-2-5,,,,,,,,,,,К-57х4-45х2.5,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 40. Размеры 57х4-45х2.5 мм. Условное обозначение: К-57х4-45х2.5. Марка стали 20.,dn=50; dn_branch=40; outer_diameter=57; wall_thickness=4; outer_d_branch=45; wall_branch=2.5; gost_designation=К-57х4-45х2.5; material_grade=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-45-2-5,20,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-38-2,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-38×2 ОСТ 34.10.700-1997,50,32,57,4,38,2,,,,,,,,К-57х4-38х2,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-38-2,,,,,,,,,,,К-57х4-38х2,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 32. Размеры 57х4-38х2 мм. Условное обозначение: К-57х4-38х2.,dn=50; dn_branch=32; outer_diameter=57; wall_thickness=4; outer_d_branch=38; wall_branch=2; gost_designation=К-57х4-38х2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variable,,08Х18Н10Т|09Г2С|10|10Г2|10Г2С1|10Х17Н13М2Т|12Х18Н10Т|13ХФА|17Г1С|17Г1С-У|17ГС|20,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-38-2-08х18н10т,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-38×2 08Х18Н10Т ОСТ 34.10.700-1997,50,32,57,4,38,2,,,,,08Х18Н10Т,08Х18Н10Т,,К-57х4-38х2,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-38-2,,,,,,,,,,,К-57х4-38х2,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 32. Размеры 57х4-38х2 мм. Условное обозначение: К-57х4-38х2. Марка стали 08Х18Н10Т.,dn=50; dn_branch=32; outer_diameter=57; wall_thickness=4; outer_d_branch=38; wall_branch=2; gost_designation=К-57х4-38х2; material_grade=08Х18Н10Т,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-38-2,08Х18Н10Т,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-38-2-09г2с,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-38×2 09Г2С ОСТ 34.10.700-1997,50,32,57,4,38,2,,,,,09Г2С,09Г2С,,К-57х4-38х2,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-38-2,,,,,,,,,,,К-57х4-38х2,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 32. Размеры 57х4-38х2 мм. Условное обозначение: К-57х4-38х2. Марка стали 09Г2С.,dn=50; dn_branch=32; outer_diameter=57; wall_thickness=4; outer_d_branch=38; wall_branch=2; gost_designation=К-57х4-38х2; material_grade=09Г2С,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-38-2,09Г2С,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-38-2-10,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-38×2 10 ОСТ 34.10.700-1997,50,32,57,4,38,2,,,,,10,10,,К-57х4-38х2,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-38-2,,,,,,,,,,,К-57х4-38х2,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 32. Размеры 57х4-38х2 мм. Условное обозначение: К-57х4-38х2. Марка стали 10.,dn=50; dn_branch=32; outer_diameter=57; wall_thickness=4; outer_d_branch=38; wall_branch=2; gost_designation=К-57х4-38х2; material_grade=10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-38-2,10,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-38-2-10г2,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-38×2 10Г2 ОСТ 34.10.700-1997,50,32,57,4,38,2,,,,,10Г2,10Г2,,К-57х4-38х2,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-38-2,,,,,,,,,,,К-57х4-38х2,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 32. Размеры 57х4-38х2 мм. Условное обозначение: К-57х4-38х2. Марка стали 10Г2.,dn=50; dn_branch=32; outer_diameter=57; wall_thickness=4; outer_d_branch=38; wall_branch=2; gost_designation=К-57х4-38х2; material_grade=10Г2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-38-2,10Г2,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-38-2-10г2с1,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-38×2 10Г2С1 ОСТ 34.10.700-1997,50,32,57,4,38,2,,,,,10Г2С1,10Г2С1,,К-57х4-38х2,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-38-2,,,,,,,,,,,К-57х4-38х2,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 32. Размеры 57х4-38х2 мм. Условное обозначение: К-57х4-38х2. Марка стали 10Г2С1.,dn=50; dn_branch=32; outer_diameter=57; wall_thickness=4; outer_d_branch=38; wall_branch=2; gost_designation=К-57х4-38х2; material_grade=10Г2С1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-38-2,10Г2С1,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-38-2-10х17н13м2т,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-38×2 10Х17Н13М2Т ОСТ 34.10.700-1997,50,32,57,4,38,2,,,,,10Х17Н13М2Т,10Х17Н13М2Т,,К-57х4-38х2,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-38-2,,,,,,,,,,,К-57х4-38х2,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 32. Размеры 57х4-38х2 мм. Условное обозначение: К-57х4-38х2. Марка стали 10Х17Н13М2Т.,dn=50; dn_branch=32; outer_diameter=57; wall_thickness=4; outer_d_branch=38; wall_branch=2; gost_designation=К-57х4-38х2; material_grade=10Х17Н13М2Т,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-38-2,10Х17Н13М2Т,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-38-2-12х18н10т,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-38×2 12Х18Н10Т ОСТ 34.10.700-1997,50,32,57,4,38,2,,,,,12Х18Н10Т,12Х18Н10Т,,К-57х4-38х2,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-38-2,,,,,,,,,,,К-57х4-38х2,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 32. Размеры 57х4-38х2 мм. Условное обозначение: К-57х4-38х2. Марка стали 12Х18Н10Т.,dn=50; dn_branch=32; outer_diameter=57; wall_thickness=4; outer_d_branch=38; wall_branch=2; gost_designation=К-57х4-38х2; material_grade=12Х18Н10Т,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-38-2,12Х18Н10Т,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-38-2-13хфа,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-38×2 13ХФА ОСТ 34.10.700-1997,50,32,57,4,38,2,,,,,13ХФА,13ХФА,,К-57х4-38х2,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-38-2,,,,,,,,,,,К-57х4-38х2,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 32. Размеры 57х4-38х2 мм. Условное обозначение: К-57х4-38х2. Марка стали 13ХФА.,dn=50; dn_branch=32; outer_diameter=57; wall_thickness=4; outer_d_branch=38; wall_branch=2; gost_designation=К-57х4-38х2; material_grade=13ХФА,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-38-2,13ХФА,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-38-2-17г1с,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-38×2 17Г1С ОСТ 34.10.700-1997,50,32,57,4,38,2,,,,,17Г1С,17Г1С,,К-57х4-38х2,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-38-2,,,,,,,,,,,К-57х4-38х2,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 32. Размеры 57х4-38х2 мм. Условное обозначение: К-57х4-38х2. Марка стали 17Г1С.,dn=50; dn_branch=32; outer_diameter=57; wall_thickness=4; outer_d_branch=38; wall_branch=2; gost_designation=К-57х4-38х2; material_grade=17Г1С,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-38-2,17Г1С,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-38-2-17г1с-у,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-38×2 17Г1С-У ОСТ 34.10.700-1997,50,32,57,4,38,2,,,,,17Г1С-У,17Г1С-У,,К-57х4-38х2,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-38-2,,,,,,,,,,,К-57х4-38х2,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 32. Размеры 57х4-38х2 мм. Условное обозначение: К-57х4-38х2. Марка стали 17Г1С-У.,dn=50; dn_branch=32; outer_diameter=57; wall_thickness=4; outer_d_branch=38; wall_branch=2; gost_designation=К-57х4-38х2; material_grade=17Г1С-У,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-38-2,17Г1С-У,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-38-2-17гс,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-38×2 17ГС ОСТ 34.10.700-1997,50,32,57,4,38,2,,,,,17ГС,17ГС,,К-57х4-38х2,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-38-2,,,,,,,,,,,К-57х4-38х2,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 32. Размеры 57х4-38х2 мм. Условное обозначение: К-57х4-38х2. Марка стали 17ГС.,dn=50; dn_branch=32; outer_diameter=57; wall_thickness=4; outer_d_branch=38; wall_branch=2; gost_designation=К-57х4-38х2; material_grade=17ГС,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-38-2,17ГС,Нет,,onbackorder,no
ост-34-10-700-1997-50-пк-57-4-38-2-20,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 57×4-38×2 20 ОСТ 34.10.700-1997,50,32,57,4,38,2,,,,,20,20,,К-57х4-38х2,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-50-пк-57-4-38-2,,,,,,,,,,,К-57х4-38х2,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 50. DN1 32. Размеры 57х4-38х2 мм. Условное обозначение: К-57х4-38х2. Марка стали 20.,dn=50; dn_branch=32; outer_diameter=57; wall_thickness=4; outer_d_branch=38; wall_branch=2; gost_designation=К-57х4-38х2; material_grade=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,ост-34-10-700-1997-50-пк-57-4-38-2,20,Нет,,onbackorder,no
ост-34-10-700-1997-65-пк-76-3-5-57-3,ОСТ 34.10.700-1997,переходы,Переходы,ПК,Переход концентрический 76×3.5-57×3 ОСТ 34.10.700-1997,65,50,76,3.5,57,3,,,,,,,,К-76х3.5-57х3,ОСТ 34.10.700-1997,pdf/отводы/ОСТ_34.10.700-97.pdf,1,,,,,,,,,False,ост-34-10-700-1997-65-пк-76-3-5-57-3,,,,,,,,,,,К-76х3.5-57х3,Переход концентрический по ОСТ 34.10.700-1997. Тип: ПК. DN 65. DN1 50. Размеры 76х3.5-57х3 мм. Условное обозначение: К-76х3.5-57х3.,dn=65; dn_branch=50; outer_diameter=76; wall_thickness=3.5; outer_d_branch=57; wall_branch=3; gost_designation=К-76х3.5-57х3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variable,,08Х18Н10Т|09Г2С|10|10Г2|10Г2С1|10Х17Н13М2Т|12Х18Н10Т|13ХФА|17Г1С|17Г1С-У|17ГС|20,Нет,,onbackorder,no
