sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_length,dim_outer_d_branch,dim_wall_branch,dim_gost_designation,description,attributes,dim_dy,dim_dy1,dim_pn,dim_temperature,dim_equal_pass,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock
ост-34-10-753-97-1-600-325-8--377-1-10г2с1,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 325х8-377х9 10Г2С1 ОСТ 34-10-753-1997,600,500,325,8,377,9,2.5,,,2,10Г2С1,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,357,,,,1,,10Г2С1,,,К-1-325х8-377х9,False,ост-34-10-753-97-1-600-325-8--377-1,1,357,377,9,К-1-325х8-377х9,Переход концентрический по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 500. Размеры 325х8-377х9 мм. L=357 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 10Г2С1. Масса 2 кг. Условное обозначение: К-1-325х8-377х9.,dn=600; dn_branch=500; outer_diameter=325; wall_thickness=8; pn=2.5; mass_kg=2; material=10Г2С1; length_mm=357; execution=1; material_grade=10Г2С1; dy=600; dy1=500; length=357; pn=2.5; temperature=200; outer_d_branch=377; wall_branch=9; gost_designation=К-1-325х8-377х9,600,500,2.5,200,,,,,,,,
ост-34-10-753-97-1-600-325-8--377-1-10х17н13м2т,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 325х8-377х9 10Х17Н13М2Т ОСТ 34-10-753-1997,600,500,325,8,377,9,2.5,,,2,10Х17Н13М2Т,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,357,,,,1,,10Х17Н13М2Т,,,К-1-325х8-377х9,False,ост-34-10-753-97-1-600-325-8--377-1,1,357,377,9,К-1-325х8-377х9,Переход концентрический по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 500. Размеры 325х8-377х9 мм. L=357 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 10Х17Н13М2Т. Масса 2 кг. Условное обозначение: К-1-325х8-377х9.,dn=600; dn_branch=500; outer_diameter=325; wall_thickness=8; pn=2.5; mass_kg=2; material=10Х17Н13М2Т; length_mm=357; execution=1; material_grade=10Х17Н13М2Т; dy=600; dy1=500; length=357; pn=2.5; temperature=200; outer_d_branch=377; wall_branch=9; gost_designation=К-1-325х8-377х9,600,500,2.5,200,,,,,,,,
ост-34-10-753-97-1-600-325-8--377-1-12х18н10т,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 325х8-377х9 12Х18Н10Т ОСТ 34-10-753-1997,600,500,325,8,377,9,2.5,,,2,12Х18Н10Т,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,357,,,,1,,12Х18Н10Т,,,К-1-325х8-377х9,False,ост-34-10-753-97-1-600-325-8--377-1,1,357,377,9,К-1-325х8-377х9,Переход концентрический по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 500. Размеры 325х8-377х9 мм. L=357 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 12Х18Н10Т. Масса 2 кг. Условное обозначение: К-1-325х8-377х9.,dn=600; dn_branch=500; outer_diameter=325; wall_thickness=8; pn=2.5; mass_kg=2; material=12Х18Н10Т; length_mm=357; execution=1; material_grade=12Х18Н10Т; dy=600; dy1=500; length=357; pn=2.5; temperature=200; outer_d_branch=377; wall_branch=9; gost_designation=К-1-325х8-377х9,600,500,2.5,200,,,,,,,,
ост-34-10-753-97-1-600-325-8--377-1-12х18н10тP,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход П К 325х8-377х9 12Х18Н10Т ОСТ 34-10-753-1997,600,500,325,8,377,9,2.5,,,2,12Х18Н10Т,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,357,,,,1,,12Х18Н10Т,,,К-1-325х8-377х9,True,ост-34-10-753-97-1-600-325-8--377-1,1,357,377,9,К-1-325х8-377х9,Переход концентрический по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 500. Размеры 325х8-377х9 мм. L=357 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 12Х18Н10Т. Масса 2 кг. Условное обозначение: К-1-325х8-377х9.,dn=600; dn_branch=500; outer_diameter=325; wall_thickness=8; pn=2.5; mass_kg=2; material=12Х18Н10Т; length_mm=357; execution=1; material_grade=12Х18Н10Т; dy=600; dy1=500; length=357; pn=2.5; temperature=200; outer_d_branch=377; wall_branch=9; gost_designation=К-1-325х8-377х9; supervised=Да,600,500,2.5,200,,,,,,,,
ост-34-10-753-97-1-600-325-8--377-1-13хфа,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 325х8-377х9 13ХФА ОСТ 34-10-753-1997,600,500,325,8,377,9,2.5,,,2,13ХФА,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,357,,,,1,,13ХФА,,,К-1-325х8-377х9,False,ост-34-10-753-97-1-600-325-8--377-1,1,357,377,9,К-1-325х8-377х9,Переход концентрический по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 500. Размеры 325х8-377х9 мм. L=357 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 13ХФА. Масса 2 кг. Условное обозначение: К-1-325х8-377х9.,dn=600; dn_branch=500; outer_diameter=325; wall_thickness=8; pn=2.5; mass_kg=2; material=13ХФА; length_mm=357; execution=1; material_grade=13ХФА; dy=600; dy1=500; length=357; pn=2.5; temperature=200; outer_d_branch=377; wall_branch=9; gost_designation=К-1-325х8-377х9,600,500,2.5,200,,,,,,,,
ост-34-10-753-97-1-600-325-8--377-1-17г1с,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 325х8-377х9 17Г1С ОСТ 34-10-753-1997,600,500,325,8,377,9,2.5,,,2,17Г1С,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,357,,,,1,,17Г1С,,,К-1-325х8-377х9,False,ост-34-10-753-97-1-600-325-8--377-1,1,357,377,9,К-1-325х8-377х9,Переход концентрический по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 500. Размеры 325х8-377х9 мм. L=357 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 17Г1С. Масса 2 кг. Условное обозначение: К-1-325х8-377х9.,dn=600; dn_branch=500; outer_diameter=325; wall_thickness=8; pn=2.5; mass_kg=2; material=17Г1С; length_mm=357; execution=1; material_grade=17Г1С; dy=600; dy1=500; length=357; pn=2.5; temperature=200; outer_d_branch=377; wall_branch=9; gost_designation=К-1-325х8-377х9,600,500,2.5,200,,,,,,,,
ост-34-10-753-97-1-600-325-8--377-1-17г1сP,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход П К 325х8-377х9 17Г1С ОСТ 34-10-753-1997,600,500,325,8,377,9,2.5,,,2,17Г1С,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,357,,,,1,,17Г1С,,,К-1-325х8-377х9,True,ост-34-10-753-97-1-600-325-8--377-1,1,357,377,9,К-1-325х8-377х9,Переход концентрический по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 500. Размеры 325х8-377х9 мм. L=357 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 17Г1С. Масса 2 кг. Условное обозначение: К-1-325х8-377х9.,dn=600; dn_branch=500; outer_diameter=325; wall_thickness=8; pn=2.5; mass_kg=2; material=17Г1С; length_mm=357; execution=1; material_grade=17Г1С; dy=600; dy1=500; length=357; pn=2.5; temperature=200; outer_d_branch=377; wall_branch=9; gost_designation=К-1-325х8-377х9; supervised=Да,600,500,2.5,200,,,,,,,,
ост-34-10-753-97-1-600-325-8--377-1-17г1с-у,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 325х8-377х9 17Г1С-У ОСТ 34-10-753-1997,600,500,325,8,377,9,2.5,,,2,17Г1С-У,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,357,,,,1,,17Г1С-У,,,К-1-325х8-377х9,False,ост-34-10-753-97-1-600-325-8--377-1,1,357,377,9,К-1-325х8-377х9,Переход концентрический по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 500. Размеры 325х8-377х9 мм. L=357 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 17Г1С-У. Масса 2 кг. Условное обозначение: К-1-325х8-377х9.,dn=600; dn_branch=500; outer_diameter=325; wall_thickness=8; pn=2.5; mass_kg=2; material=17Г1С-У; length_mm=357; execution=1; material_grade=17Г1С-У; dy=600; dy1=500; length=357; pn=2.5; temperature=200; outer_d_branch=377; wall_branch=9; gost_designation=К-1-325х8-377х9,600,500,2.5,200,,,,,,,,
ост-34-10-753-97-1-600-325-8--377-1-17гс,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 325х8-377х9 17ГС ОСТ 34-10-753-1997,600,500,325,8,377,9,2.5,,,2,17ГС,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,357,,,,1,,17ГС,,,К-1-325х8-377х9,False,ост-34-10-753-97-1-600-325-8--377-1,1,357,377,9,К-1-325х8-377х9,Переход концентрический по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 500. Размеры 325х8-377х9 мм. L=357 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 17ГС. Масса 2 кг. Условное обозначение: К-1-325х8-377х9.,dn=600; dn_branch=500; outer_diameter=325; wall_thickness=8; pn=2.5; mass_kg=2; material=17ГС; length_mm=357; execution=1; material_grade=17ГС; dy=600; dy1=500; length=357; pn=2.5; temperature=200; outer_d_branch=377; wall_branch=9; gost_designation=К-1-325х8-377х9,600,500,2.5,200,,,,,,,,
ост-34-10-753-97-1-600-325-8--377-1-20,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 325х8-377х9 Ст20 ОСТ 34-10-753-1997,600,500,325,8,377,9,2.5,,,2,20,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,357,,,,1,,20,,,К-1-325х8-377х9,False,ост-34-10-753-97-1-600-325-8--377-1,1,357,377,9,К-1-325х8-377х9,Переход концентрический по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 500. Размеры 325х8-377х9 мм. L=357 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 20. Масса 2 кг. Условное обозначение: К-1-325х8-377х9.,dn=600; dn_branch=500; outer_diameter=325; wall_thickness=8; pn=2.5; mass_kg=2; material=20; length_mm=357; execution=1; material_grade=20; dy=600; dy1=500; length=357; pn=2.5; temperature=200; outer_d_branch=377; wall_branch=9; gost_designation=К-1-325х8-377х9,600,500,2.5,200,,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-08х18н10т,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 630х12-630х12 08Х18Н10Т ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,08Х18Н10Т,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,08Х18Н10Т,,,К-1-630х12-630х12,False,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 08Х18Н10Т. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=08Х18Н10Т; length_mm=512; execution=1; material_grade=08Х18Н10Т; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-09г2с,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 630х12-630х12 09Г2С ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,09Г2С,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,09Г2С,,,К-1-630х12-630х12,False,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 09Г2С. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=09Г2С; length_mm=512; execution=1; material_grade=09Г2С; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-09г2сP,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход П К 630х12-630х12 09Г2С ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,09Г2С,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,09Г2С,,,К-1-630х12-630х12,True,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 09Г2С. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=09Г2С; length_mm=512; execution=1; material_grade=09Г2С; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да; supervised=Да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-10,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 630х12-630х12 Ст10 ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,10,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,10,,,К-1-630х12-630х12,False,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 10. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=10; length_mm=512; execution=1; material_grade=10; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-10г2,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 630х12-630х12 10Г2 ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,10Г2,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,10Г2,,,К-1-630х12-630х12,False,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 10Г2. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=10Г2; length_mm=512; execution=1; material_grade=10Г2; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-10г2с1,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 630х12-630х12 10Г2С1 ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,10Г2С1,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,10Г2С1,,,К-1-630х12-630х12,False,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 10Г2С1. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=10Г2С1; length_mm=512; execution=1; material_grade=10Г2С1; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-10х17н13м2т,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 630х12-630х12 10Х17Н13М2Т ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,10Х17Н13М2Т,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,10Х17Н13М2Т,,,К-1-630х12-630х12,False,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 10Х17Н13М2Т. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=10Х17Н13М2Т; length_mm=512; execution=1; material_grade=10Х17Н13М2Т; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-12х18н10т,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 630х12-630х12 12Х18Н10Т ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,12Х18Н10Т,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,12Х18Н10Т,,,К-1-630х12-630х12,False,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 12Х18Н10Т. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=12Х18Н10Т; length_mm=512; execution=1; material_grade=12Х18Н10Т; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-12х18н10тP,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход П К 630х12-630х12 12Х18Н10Т ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,12Х18Н10Т,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,12Х18Н10Т,,,К-1-630х12-630х12,True,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 12Х18Н10Т. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=12Х18Н10Т; length_mm=512; execution=1; material_grade=12Х18Н10Т; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да; supervised=Да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-13хфа,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 630х12-630х12 13ХФА ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,13ХФА,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,13ХФА,,,К-1-630х12-630х12,False,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 13ХФА. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=13ХФА; length_mm=512; execution=1; material_grade=13ХФА; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-17г1с,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 630х12-630х12 17Г1С ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,17Г1С,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,17Г1С,,,К-1-630х12-630х12,False,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 17Г1С. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=17Г1С; length_mm=512; execution=1; material_grade=17Г1С; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-17г1сP,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход П К 630х12-630х12 17Г1С ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,17Г1С,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,17Г1С,,,К-1-630х12-630х12,True,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 17Г1С. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=17Г1С; length_mm=512; execution=1; material_grade=17Г1С; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да; supervised=Да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-17г1с-у,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 630х12-630х12 17Г1С-У ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,17Г1С-У,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,17Г1С-У,,,К-1-630х12-630х12,False,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 17Г1С-У. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=17Г1С-У; length_mm=512; execution=1; material_grade=17Г1С-У; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-17гс,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 630х12-630х12 17ГС ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,17ГС,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,17ГС,,,К-1-630х12-630х12,False,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 17ГС. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=17ГС; length_mm=512; execution=1; material_grade=17ГС; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да,600,400,2.5,200,да,,,,,,,
ост-34-10-753-97-1-600-630-12--630-1-20,ОСТ 34-10-753-97,ОСТ 34.10.753-1997,переходы,Переходы,ПК,Переход К 630х12-630х12 Ст20 ОСТ 34-10-753-1997,600,400,630,12,630,12,2.5,,,2.5,20,1,pdf/переходы/ОСТ_34_10_753_97.pdf,,512,,,,1,,20,,,К-1-630х12-630х12,False,ост-34-10-753-97-1-600-630-12--630-1,1,512,630,12,К-1-630х12-630х12,Переход равнопроходный по ОСТ 34-10-753-1997. Тип: ПК. DN 600. DN1 400. Размеры 630х12-630х12 мм. L=512 мм. Давление 2.5 МПа. Температура 200°C. Исполнение 1. Марка стали 20. Масса 2.5 кг. Условное обозначение: К-1-630х12-630х12.,dn=600; dn_branch=400; outer_diameter=630; wall_thickness=12; pn=2.5; mass_kg=2.5; material=20; length_mm=512; execution=1; material_grade=20; dy=600; dy1=400; length=512; pn=2.5; temperature=200; outer_d_branch=630; wall_branch=12; gost_designation=К-1-630х12-630х12; equal_pass=да,600,400,2.5,200,да,,,,,,,
