sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,description,attributes,dim_w_mm,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass,dim_length,dim_temperature,dim_height_mm,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_outer_diameter,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg,dim_thread_size,dim_length_mm,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_length_l,dim_sector_h,dim_semi_sector_h_22_30,dim_pn_non_aggressive,dim_pn_aggressive,dim_arc_length,dim_developed_length,dim_developed_b,dim_wall_s1,dim_wall_sk,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_inner_diameter,dim_straight_length_1,dim_height_h,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2,dim_with_support,dim_support_d
ост-24-125-09-89-01-100x80,ОСТ 24.125.09-89,ОСТ 24.125.09-1989,переходы,Переходы,ПК,Переход 100×80 133×14-108×12 ОСТ 24.125.09-1989,100,80,133,14,108,12,,,,4.5,,,pdf/переходы/ОСТ_24_125_09_89.pdf,,,,,,01,,,,,01 ОСТ 24.125.09-89,False,ост-24-125-09-89-01-100x80,01,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по ОСТ 24.125.09-1989. Тип: ПК. Ду 100×80. Большой конец 133×14 мм. Малый конец 108×12 мм. Рабочее давление 19.62 МПа при 290 °C. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=100; dn_branch=80; outer_diameter=133; wall_thickness=14; outer_d_branch=108; wall_branch=12; execution=01; mass_kg=4.5; pressure=19.62; temperature_c=290,,,,100,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-132-700x350-10х17н13м2т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 720×10-377×6 исп.132 10Х17Н13М2Т ОСТ 34.10.424-1990,700,350,720,10,377,6,,,,,10Х17Н13М2Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,132,,10Х17Н13М2Т,,,132 ОСТ 34.10.424-90,False,ост-34-10-424-90-132-700x350,132,,,,,,,,,,,variation,ост-34-10-424-90-132-700x350,10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 700×350. Большой конец 720×10 мм. Малый конец 377×6 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=700; dn_branch=350; outer_diameter=720; wall_thickness=10; outer_d_branch=377; wall_branch=6; execution=132; pressure=; temperature_c=,,,,700,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-133-700x400,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 700×400 426×8 ОСТ 34.10.424-1990,700,400,,,426,8,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,133,,,,,133 ОСТ 34.10.424-90,False,ост-34-10-424-90-133-700x400,133,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 700×400. Малый конец 426×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=700; dn_branch=400; outer_diameter=; wall_thickness=; outer_d_branch=426; wall_branch=8; execution=133; pressure=; temperature_c=,,,,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-133-700x400-08х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 426×8 исп.133 08Х18Н10Т ОСТ 34.10.424-1990,700,400,,,426,8,,,,,08Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,133,,08Х18Н10Т,,,133 ОСТ 34.10.424-90,False,ост-34-10-424-90-133-700x400,133,,,,,,,,,,,variation,ост-34-10-424-90-133-700x400,08Х18Н10Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 700×400. Малый конец 426×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=700; dn_branch=400; outer_diameter=; wall_thickness=; outer_d_branch=426; wall_branch=8; execution=133; pressure=; temperature_c=,,,,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-133-700x400-12х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 426×8 исп.133 12Х18Н10Т ОСТ 34.10.424-1990,700,400,,,426,8,,,,,12Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,133,,12Х18Н10Т,,,133 ОСТ 34.10.424-90,False,ост-34-10-424-90-133-700x400,133,,,,,,,,,,,variation,ост-34-10-424-90-133-700x400,12Х18Н10Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 700×400. Малый конец 426×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=700; dn_branch=400; outer_diameter=; wall_thickness=; outer_d_branch=426; wall_branch=8; execution=133; pressure=; temperature_c=,,,,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-133-700x400-10х17н13м2т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 426×8 исп.133 10Х17Н13М2Т ОСТ 34.10.424-1990,700,400,,,426,8,,,,,10Х17Н13М2Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,133,,10Х17Н13М2Т,,,133 ОСТ 34.10.424-90,False,ост-34-10-424-90-133-700x400,133,,,,,,,,,,,variation,ост-34-10-424-90-133-700x400,10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 700×400. Малый конец 426×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=700; dn_branch=400; outer_diameter=; wall_thickness=; outer_d_branch=426; wall_branch=8; execution=133; pressure=; temperature_c=,,,,700,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-134-700x500,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 700×500 530×8 ОСТ 34.10.424-1990,700,500,,,530,8,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,134,,,,,134 ОСТ 34.10.424-90,False,ост-34-10-424-90-134-700x500,134,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 700×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=700; dn_branch=500; outer_diameter=; wall_thickness=; outer_d_branch=530; wall_branch=8; execution=134; pressure=; temperature_c=,,,,700,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-134-700x500-08х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 530×8 исп.134 08Х18Н10Т ОСТ 34.10.424-1990,700,500,,,530,8,,,,,08Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,134,,08Х18Н10Т,,,134 ОСТ 34.10.424-90,False,ост-34-10-424-90-134-700x500,134,,,,,,,,,,,variation,ост-34-10-424-90-134-700x500,08Х18Н10Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 700×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=700; dn_branch=500; outer_diameter=; wall_thickness=; outer_d_branch=530; wall_branch=8; execution=134; pressure=; temperature_c=,,,,700,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-134-700x500-12х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 530×8 исп.134 12Х18Н10Т ОСТ 34.10.424-1990,700,500,,,530,8,,,,,12Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,134,,12Х18Н10Т,,,134 ОСТ 34.10.424-90,False,ост-34-10-424-90-134-700x500,134,,,,,,,,,,,variation,ост-34-10-424-90-134-700x500,12Х18Н10Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 700×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=700; dn_branch=500; outer_diameter=; wall_thickness=; outer_d_branch=530; wall_branch=8; execution=134; pressure=; temperature_c=,,,,700,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-134-700x500-10х17н13м2т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 530×8 исп.134 10Х17Н13М2Т ОСТ 34.10.424-1990,700,500,,,530,8,,,,,10Х17Н13М2Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,134,,10Х17Н13М2Т,,,134 ОСТ 34.10.424-90,False,ост-34-10-424-90-134-700x500,134,,,,,,,,,,,variation,ост-34-10-424-90-134-700x500,10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 700×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=700; dn_branch=500; outer_diameter=; wall_thickness=; outer_d_branch=530; wall_branch=8; execution=134; pressure=; temperature_c=,,,,700,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-135-700x600,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 700×600 630×8 ОСТ 34.10.424-1990,700,600,,,630,8,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,135,,,,,135 ОСТ 34.10.424-90,False,ост-34-10-424-90-135-700x600,135,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 700×600. Малый конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=700; dn_branch=600; outer_diameter=; wall_thickness=; outer_d_branch=630; wall_branch=8; execution=135; pressure=; temperature_c=,,,,700,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-135-700x600-08х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 630×8 исп.135 08Х18Н10Т ОСТ 34.10.424-1990,700,600,,,630,8,,,,,08Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,135,,08Х18Н10Т,,,135 ОСТ 34.10.424-90,False,ост-34-10-424-90-135-700x600,135,,,,,,,,,,,variation,ост-34-10-424-90-135-700x600,08Х18Н10Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 700×600. Малый конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=700; dn_branch=600; outer_diameter=; wall_thickness=; outer_d_branch=630; wall_branch=8; execution=135; pressure=; temperature_c=,,,,700,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-135-700x600-12х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 630×8 исп.135 12Х18Н10Т ОСТ 34.10.424-1990,700,600,,,630,8,,,,,12Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,135,,12Х18Н10Т,,,135 ОСТ 34.10.424-90,False,ост-34-10-424-90-135-700x600,135,,,,,,,,,,,variation,ост-34-10-424-90-135-700x600,12Х18Н10Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 700×600. Малый конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=700; dn_branch=600; outer_diameter=; wall_thickness=; outer_d_branch=630; wall_branch=8; execution=135; pressure=; temperature_c=,,,,700,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-135-700x600-10х17н13м2т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 630×8 исп.135 10Х17Н13М2Т ОСТ 34.10.424-1990,700,600,,,630,8,,,,,10Х17Н13М2Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,135,,10Х17Н13М2Т,,,135 ОСТ 34.10.424-90,False,ост-34-10-424-90-135-700x600,135,,,,,,,,,,,variation,ост-34-10-424-90-135-700x600,10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 700×600. Малый конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=700; dn_branch=600; outer_diameter=; wall_thickness=; outer_d_branch=630; wall_branch=8; execution=135; pressure=; temperature_c=,,,,700,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-137-800x400,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 800×400 820×10-426×8 ОСТ 34.10.424-1990,800,400,820,10,426,8,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,137,,,,,137 ОСТ 34.10.424-90,False,ост-34-10-424-90-137-800x400,137,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 800×400. Большой конец 820×10 мм. Малый конец 426×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=400; outer_diameter=820; wall_thickness=10; outer_d_branch=426; wall_branch=8; execution=137; pressure=; temperature_c=,,,,800,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-137-800x400-08х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 820×10-426×8 исп.137 08Х18Н10Т ОСТ 34.10.424-1990,800,400,820,10,426,8,,,,,08Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,137,,08Х18Н10Т,,,137 ОСТ 34.10.424-90,False,ост-34-10-424-90-137-800x400,137,,,,,,,,,,,variation,ост-34-10-424-90-137-800x400,08Х18Н10Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 800×400. Большой конец 820×10 мм. Малый конец 426×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=400; outer_diameter=820; wall_thickness=10; outer_d_branch=426; wall_branch=8; execution=137; pressure=; temperature_c=,,,,800,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-137-800x400-12х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 820×10-426×8 исп.137 12Х18Н10Т ОСТ 34.10.424-1990,800,400,820,10,426,8,,,,,12Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,137,,12Х18Н10Т,,,137 ОСТ 34.10.424-90,False,ост-34-10-424-90-137-800x400,137,,,,,,,,,,,variation,ост-34-10-424-90-137-800x400,12Х18Н10Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 800×400. Большой конец 820×10 мм. Малый конец 426×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=400; outer_diameter=820; wall_thickness=10; outer_d_branch=426; wall_branch=8; execution=137; pressure=; temperature_c=,,,,800,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-137-800x400-10х17н13м2т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 820×10-426×8 исп.137 10Х17Н13М2Т ОСТ 34.10.424-1990,800,400,820,10,426,8,,,,,10Х17Н13М2Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,137,,10Х17Н13М2Т,,,137 ОСТ 34.10.424-90,False,ост-34-10-424-90-137-800x400,137,,,,,,,,,,,variation,ост-34-10-424-90-137-800x400,10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 800×400. Большой конец 820×10 мм. Малый конец 426×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=400; outer_diameter=820; wall_thickness=10; outer_d_branch=426; wall_branch=8; execution=137; pressure=; temperature_c=,,,,800,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-138-800x500,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 800×500 530×8 ОСТ 34.10.424-1990,800,500,,,530,8,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,138,,,,,138 ОСТ 34.10.424-90,False,ост-34-10-424-90-138-800x500,138,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 800×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=500; outer_diameter=; wall_thickness=; outer_d_branch=530; wall_branch=8; execution=138; pressure=; temperature_c=,,,,800,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-138-800x500-08х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 530×8 исп.138 08Х18Н10Т ОСТ 34.10.424-1990,800,500,,,530,8,,,,,08Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,138,,08Х18Н10Т,,,138 ОСТ 34.10.424-90,False,ост-34-10-424-90-138-800x500,138,,,,,,,,,,,variation,ост-34-10-424-90-138-800x500,08Х18Н10Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 800×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=500; outer_diameter=; wall_thickness=; outer_d_branch=530; wall_branch=8; execution=138; pressure=; temperature_c=,,,,800,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-138-800x500-12х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 530×8 исп.138 12Х18Н10Т ОСТ 34.10.424-1990,800,500,,,530,8,,,,,12Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,138,,12Х18Н10Т,,,138 ОСТ 34.10.424-90,False,ост-34-10-424-90-138-800x500,138,,,,,,,,,,,variation,ост-34-10-424-90-138-800x500,12Х18Н10Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 800×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=500; outer_diameter=; wall_thickness=; outer_d_branch=530; wall_branch=8; execution=138; pressure=; temperature_c=,,,,800,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-138-800x500-10х17н13м2т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 530×8 исп.138 10Х17Н13М2Т ОСТ 34.10.424-1990,800,500,,,530,8,,,,,10Х17Н13М2Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,138,,10Х17Н13М2Т,,,138 ОСТ 34.10.424-90,False,ост-34-10-424-90-138-800x500,138,,,,,,,,,,,variation,ост-34-10-424-90-138-800x500,10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 800×500. Малый конец 530×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=500; outer_diameter=; wall_thickness=; outer_d_branch=530; wall_branch=8; execution=138; pressure=; temperature_c=,,,,800,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-139-800x600,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 800×600 630×8 ОСТ 34.10.424-1990,800,600,,,630,8,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,139,,,,,139 ОСТ 34.10.424-90,False,ост-34-10-424-90-139-800x600,139,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 800×600. Малый конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=600; outer_diameter=; wall_thickness=; outer_d_branch=630; wall_branch=8; execution=139; pressure=; temperature_c=,,,,800,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-139-800x600-08х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 630×8 исп.139 08Х18Н10Т ОСТ 34.10.424-1990,800,600,,,630,8,,,,,08Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,139,,08Х18Н10Т,,,139 ОСТ 34.10.424-90,False,ост-34-10-424-90-139-800x600,139,,,,,,,,,,,variation,ост-34-10-424-90-139-800x600,08Х18Н10Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 800×600. Малый конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=600; outer_diameter=; wall_thickness=; outer_d_branch=630; wall_branch=8; execution=139; pressure=; temperature_c=,,,,800,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-139-800x600-12х18н10т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 630×8 исп.139 12Х18Н10Т ОСТ 34.10.424-1990,800,600,,,630,8,,,,,12Х18Н10Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,139,,12Х18Н10Т,,,139 ОСТ 34.10.424-90,False,ост-34-10-424-90-139-800x600,139,,,,,,,,,,,variation,ост-34-10-424-90-139-800x600,12Х18Н10Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 800×600. Малый конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=600; outer_diameter=; wall_thickness=; outer_d_branch=630; wall_branch=8; execution=139; pressure=; temperature_c=,,,,800,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-139-800x600-10х17н13м2т,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 630×8 исп.139 10Х17Н13М2Т ОСТ 34.10.424-1990,800,600,,,630,8,,,,,10Х17Н13М2Т,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,139,,10Х17Н13М2Т,,,139 ОСТ 34.10.424-90,False,ост-34-10-424-90-139-800x600,139,,,,,,,,,,,variation,ост-34-10-424-90-139-800x600,10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 800×600. Малый конец 630×8 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=600; outer_diameter=; wall_thickness=; outer_d_branch=630; wall_branch=8; execution=139; pressure=; temperature_c=,,,,800,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ост-34-10-424-90-141-800x700,ОСТ 34.10.424-90,ОСТ 34.10.424-1990,переходы,Переходы,ПЭ,Переход 800×700 720×10 ОСТ 34.10.424-1990,800,700,,,720,10,,,,,,,pdf/переходы/ОСТ_34_10_424_90.pdf,,,,,,141,,,,,141 ОСТ 34.10.424-90,False,ост-34-10-424-90-141-800x700,141,,,,,,,,,,,variable,,08Х18Н10Т|12Х18Н10Т|10Х17Н13М2Т,Нет,,onbackorder,no,Переход эксцентрический по ОСТ 34.10.424-1990. Тип: ПЭ. Ду 800×700. Малый конец 720×10 мм. Сталь аустенитная 08Х18Н10Т и аналоги.,dn=800; dn_branch=700; outer_diameter=; wall_thickness=; outer_d_branch=720; wall_branch=10; execution=141; pressure=; temperature_c=,,,,800,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
