sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_thread_size,dim_length_mm,description,attributes,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class
10494-ШП-14-60-20,ГОСТ 10494-1980,ГОСТ 10494-1980,крепеж,Шпилька,ШП,Шпилька M14х60 Ст20 ГОСТ 10494-80,14,,14,60,,,,,,0.073,20,6,pdf/крепеж/ГОСТ_10494_1980.pdf,14,60,,,,,,20,,,,False,10494-ШП-14-60-20,14,60,Крепёж по ГОСТ 10494-1980. Резьба M14. Длина 60 мм. Марка стали 20. Масса 0.073 кг.,dn=14; outer_diameter=14; wall_thickness=60; mass_kg=0.073; material=20; thread_size=14; length_mm=60; material_grade=20; thread_size=14; length_mm=60,,,,
7808-Б-16-170-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M16х170 5.8 ГОСТ 7808-70,16,,16,170,,,,,,404.30,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,16,170,,5.8,A,,,,,,,False,7808-Б-16-170-5.8,16,170,Крепёж по ГОСТ 7808-1970. Резьба M16. Длина 170 мм. Класс прочности 5.8. Масса 404.30 кг.,dn=16; outer_diameter=16; wall_thickness=170; mass_kg=404.30; thread_size=16; length_mm=170; strength_class=5.8; accuracy_class=A; thread_size=16; length_mm=170; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-16-180-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M16х180 10.9 ГОСТ 7808-70,16,,16,180,,,,,,435.90,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,16,180,,10.9,A,,,,,,,False,7808-Б-16-180-10.9,16,180,Крепёж по ГОСТ 7808-1970. Резьба M16. Длина 180 мм. Класс прочности 10.9. Масса 435.90 кг.,dn=16; outer_diameter=16; wall_thickness=180; mass_kg=435.90; thread_size=16; length_mm=180; strength_class=10.9; accuracy_class=A; thread_size=16; length_mm=180; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-16-180-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M16х180 5.8 ГОСТ 7808-70,16,,16,180,,,,,,435.90,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,16,180,,5.8,A,,,,,,,False,7808-Б-16-180-5.8,16,180,Крепёж по ГОСТ 7808-1970. Резьба M16. Длина 180 мм. Класс прочности 5.8. Масса 435.90 кг.,dn=16; outer_diameter=16; wall_thickness=180; mass_kg=435.90; thread_size=16; length_mm=180; strength_class=5.8; accuracy_class=A; thread_size=16; length_mm=180; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-16-190-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M16х190 10.9 ГОСТ 7808-70,16,,16,190,,,,,,467.50,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,16,190,,10.9,A,,,,,,,False,7808-Б-16-190-10.9,16,190,Крепёж по ГОСТ 7808-1970. Резьба M16. Длина 190 мм. Класс прочности 10.9. Масса 467.50 кг.,dn=16; outer_diameter=16; wall_thickness=190; mass_kg=467.50; thread_size=16; length_mm=190; strength_class=10.9; accuracy_class=A; thread_size=16; length_mm=190; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-16-190-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M16х190 5.8 ГОСТ 7808-70,16,,16,190,,,,,,467.50,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,16,190,,5.8,A,,,,,,,False,7808-Б-16-190-5.8,16,190,Крепёж по ГОСТ 7808-1970. Резьба M16. Длина 190 мм. Класс прочности 5.8. Масса 467.50 кг.,dn=16; outer_diameter=16; wall_thickness=190; mass_kg=467.50; thread_size=16; length_mm=190; strength_class=5.8; accuracy_class=A; thread_size=16; length_mm=190; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-16-200-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M16х200 10.9 ГОСТ 7808-70,16,,16,200,,,,,,499.00,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,16,200,,10.9,A,,,,,,,False,7808-Б-16-200-10.9,16,200,Крепёж по ГОСТ 7808-1970. Резьба M16. Длина 200 мм. Класс прочности 10.9. Масса 499.00 кг.,dn=16; outer_diameter=16; wall_thickness=200; mass_kg=499.00; thread_size=16; length_mm=200; strength_class=10.9; accuracy_class=A; thread_size=16; length_mm=200; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-16-200-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M16х200 5.8 ГОСТ 7808-70,16,,16,200,,,,,,499.00,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,16,200,,5.8,A,,,,,,,False,7808-Б-16-200-5.8,16,200,Крепёж по ГОСТ 7808-1970. Резьба M16. Длина 200 мм. Класс прочности 5.8. Масса 499.00 кг.,dn=16; outer_diameter=16; wall_thickness=200; mass_kg=499.00; thread_size=16; length_mm=200; strength_class=5.8; accuracy_class=A; thread_size=16; length_mm=200; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-8-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х8 10.9 ГОСТ 7808-70,18,,18,8,,,,,,75.63,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,8,,10.9,A,,,,,,,False,7808-Б-18-8-10.9,18,8,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 8 мм. Класс прочности 10.9. Масса 75.63 кг.,dn=18; outer_diameter=18; wall_thickness=8; mass_kg=75.63; thread_size=18; length_mm=8; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=8; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-8-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х8 5.8 ГОСТ 7808-70,18,,18,8,,,,,,75.63,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,8,,5.8,A,,,,,,,False,7808-Б-18-8-5.8,18,8,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 8 мм. Класс прочности 5.8. Масса 75.63 кг.,dn=18; outer_diameter=18; wall_thickness=8; mass_kg=75.63; thread_size=18; length_mm=8; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=8; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-10-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х10 10.9 ГОСТ 7808-70,18,,18,10,,,,,,79.39,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,10,,10.9,A,,,,,,,False,7808-Б-18-10-10.9,18,10,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 10 мм. Класс прочности 10.9. Масса 79.39 кг.,dn=18; outer_diameter=18; wall_thickness=10; mass_kg=79.39; thread_size=18; length_mm=10; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=10; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-10-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х10 5.8 ГОСТ 7808-70,18,,18,10,,,,,,79.39,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,10,,5.8,A,,,,,,,False,7808-Б-18-10-5.8,18,10,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 10 мм. Класс прочности 5.8. Масса 79.39 кг.,dn=18; outer_diameter=18; wall_thickness=10; mass_kg=79.39; thread_size=18; length_mm=10; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=10; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-12-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х12 10.9 ГОСТ 7808-70,18,,18,12,,,,,,84.95,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,12,,10.9,A,,,,,,,False,7808-Б-18-12-10.9,18,12,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 12 мм. Класс прочности 10.9. Масса 84.95 кг.,dn=18; outer_diameter=18; wall_thickness=12; mass_kg=84.95; thread_size=18; length_mm=12; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=12; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-12-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х12 5.8 ГОСТ 7808-70,18,,18,12,,,,,,84.95,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,12,,5.8,A,,,,,,,False,7808-Б-18-12-5.8,18,12,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 12 мм. Класс прочности 5.8. Масса 84.95 кг.,dn=18; outer_diameter=18; wall_thickness=12; mass_kg=84.95; thread_size=18; length_mm=12; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=12; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-14-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х14 10.9 ГОСТ 7808-70,18,,18,14,,,,,,90.51,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,14,,10.9,A,,,,,,,False,7808-Б-18-14-10.9,18,14,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 14 мм. Класс прочности 10.9. Масса 90.51 кг.,dn=18; outer_diameter=18; wall_thickness=14; mass_kg=90.51; thread_size=18; length_mm=14; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=14; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-14-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х14 5.8 ГОСТ 7808-70,18,,18,14,,,,,,90.51,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,14,,5.8,A,,,,,,,False,7808-Б-18-14-5.8,18,14,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 14 мм. Класс прочности 5.8. Масса 90.51 кг.,dn=18; outer_diameter=18; wall_thickness=14; mass_kg=90.51; thread_size=18; length_mm=14; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=14; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-16-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х16 10.9 ГОСТ 7808-70,18,,18,16,,,,,,94.21,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,16,,10.9,A,,,,,,,False,7808-Б-18-16-10.9,18,16,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 16 мм. Класс прочности 10.9. Масса 94.21 кг.,dn=18; outer_diameter=18; wall_thickness=16; mass_kg=94.21; thread_size=18; length_mm=16; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=16; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-16-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х16 5.8 ГОСТ 7808-70,18,,18,16,,,,,,94.21,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,16,,5.8,A,,,,,,,False,7808-Б-18-16-5.8,18,16,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 16 мм. Класс прочности 5.8. Масса 94.21 кг.,dn=18; outer_diameter=18; wall_thickness=16; mass_kg=94.21; thread_size=18; length_mm=16; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=16; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-18-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х18 10.9 ГОСТ 7808-70,18,,18,18,,,,,,97.92,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,18,,10.9,A,,,,,,,False,7808-Б-18-18-10.9,18,18,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 18 мм. Класс прочности 10.9. Масса 97.92 кг.,dn=18; outer_diameter=18; wall_thickness=18; mass_kg=97.92; thread_size=18; length_mm=18; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=18; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-18-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х18 5.8 ГОСТ 7808-70,18,,18,18,,,,,,97.92,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,18,,5.8,A,,,,,,,False,7808-Б-18-18-5.8,18,18,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 18 мм. Класс прочности 5.8. Масса 97.92 кг.,dn=18; outer_diameter=18; wall_thickness=18; mass_kg=97.92; thread_size=18; length_mm=18; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=18; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-20-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х20 10.9 ГОСТ 7808-70,18,,18,20,,,,,,103.50,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,20,,10.9,A,,,,,,,False,7808-Б-18-20-10.9,18,20,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 20 мм. Класс прочности 10.9. Масса 103.50 кг.,dn=18; outer_diameter=18; wall_thickness=20; mass_kg=103.50; thread_size=18; length_mm=20; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=20; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-20-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х20 5.8 ГОСТ 7808-70,18,,18,20,,,,,,103.50,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,20,,5.8,A,,,,,,,False,7808-Б-18-20-5.8,18,20,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 20 мм. Класс прочности 5.8. Масса 103.50 кг.,dn=18; outer_diameter=18; wall_thickness=20; mass_kg=103.50; thread_size=18; length_mm=20; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=20; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-22-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х22 10.9 ГОСТ 7808-70,18,,18,22,,,,,,109.00,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,22,,10.9,A,,,,,,,False,7808-Б-18-22-10.9,18,22,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 22 мм. Класс прочности 10.9. Масса 109.00 кг.,dn=18; outer_diameter=18; wall_thickness=22; mass_kg=109.00; thread_size=18; length_mm=22; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=22; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-22-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х22 5.8 ГОСТ 7808-70,18,,18,22,,,,,,109.00,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,22,,5.8,A,,,,,,,False,7808-Б-18-22-5.8,18,22,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 22 мм. Класс прочности 5.8. Масса 109.00 кг.,dn=18; outer_diameter=18; wall_thickness=22; mass_kg=109.00; thread_size=18; length_mm=22; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=22; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-25-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х25 10.9 ГОСТ 7808-70,18,,18,25,,,,,,112.70,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,25,,10.9,A,,,,,,,False,7808-Б-18-25-10.9,18,25,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 25 мм. Класс прочности 10.9. Масса 112.70 кг.,dn=18; outer_diameter=18; wall_thickness=25; mass_kg=112.70; thread_size=18; length_mm=25; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=25; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-25-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х25 5.8 ГОСТ 7808-70,18,,18,25,,,,,,112.70,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,25,,5.8,A,,,,,,,False,7808-Б-18-25-5.8,18,25,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 25 мм. Класс прочности 5.8. Масса 112.70 кг.,dn=18; outer_diameter=18; wall_thickness=25; mass_kg=112.70; thread_size=18; length_mm=25; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=25; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-28-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х28 10.9 ГОСТ 7808-70,18,,18,28,,,,,,122.00,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,28,,10.9,A,,,,,,,False,7808-Б-18-28-10.9,18,28,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 28 мм. Класс прочности 10.9. Масса 122.00 кг.,dn=18; outer_diameter=18; wall_thickness=28; mass_kg=122.00; thread_size=18; length_mm=28; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=28; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-28-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х28 5.8 ГОСТ 7808-70,18,,18,28,,,,,,122.00,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,28,,5.8,A,,,,,,,False,7808-Б-18-28-5.8,18,28,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 28 мм. Класс прочности 5.8. Масса 122.00 кг.,dn=18; outer_diameter=18; wall_thickness=28; mass_kg=122.00; thread_size=18; length_mm=28; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=28; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-30-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х30 10.9 ГОСТ 7808-70,18,,18,30,,,,,,132.20,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,30,,10.9,A,,,,,,,False,7808-Б-18-30-10.9,18,30,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 30 мм. Класс прочности 10.9. Масса 132.20 кг.,dn=18; outer_diameter=18; wall_thickness=30; mass_kg=132.20; thread_size=18; length_mm=30; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=30; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-30-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х30 5.8 ГОСТ 7808-70,18,,18,30,,,,,,132.20,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,30,,5.8,A,,,,,,,False,7808-Б-18-30-5.8,18,30,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 30 мм. Класс прочности 5.8. Масса 132.20 кг.,dn=18; outer_diameter=18; wall_thickness=30; mass_kg=132.20; thread_size=18; length_mm=30; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=30; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-32-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х32 10.9 ГОСТ 7808-70,18,,18,32,,,,,,142.20,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,32,,10.9,A,,,,,,,False,7808-Б-18-32-10.9,18,32,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 32 мм. Класс прочности 10.9. Масса 142.20 кг.,dn=18; outer_diameter=18; wall_thickness=32; mass_kg=142.20; thread_size=18; length_mm=32; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=32; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-32-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х32 5.8 ГОСТ 7808-70,18,,18,32,,,,,,142.20,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,32,,5.8,A,,,,,,,False,7808-Б-18-32-5.8,18,32,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 32 мм. Класс прочности 5.8. Масса 142.20 кг.,dn=18; outer_diameter=18; wall_thickness=32; mass_kg=142.20; thread_size=18; length_mm=32; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=32; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-35-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х35 10.9 ГОСТ 7808-70,18,,18,35,,,,,,152.20,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,35,,10.9,A,,,,,,,False,7808-Б-18-35-10.9,18,35,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 35 мм. Класс прочности 10.9. Масса 152.20 кг.,dn=18; outer_diameter=18; wall_thickness=35; mass_kg=152.20; thread_size=18; length_mm=35; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=35; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-35-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х35 5.8 ГОСТ 7808-70,18,,18,35,,,,,,152.20,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,35,,5.8,A,,,,,,,False,7808-Б-18-35-5.8,18,35,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 35 мм. Класс прочности 5.8. Масса 152.20 кг.,dn=18; outer_diameter=18; wall_thickness=35; mass_kg=152.20; thread_size=18; length_mm=35; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=35; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-38-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х38 10.9 ГОСТ 7808-70,18,,18,38,,,,,,162.20,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,38,,10.9,A,,,,,,,False,7808-Б-18-38-10.9,18,38,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 38 мм. Класс прочности 10.9. Масса 162.20 кг.,dn=18; outer_diameter=18; wall_thickness=38; mass_kg=162.20; thread_size=18; length_mm=38; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=38; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-38-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х38 5.8 ГОСТ 7808-70,18,,18,38,,,,,,162.20,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,38,,5.8,A,,,,,,,False,7808-Б-18-38-5.8,18,38,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 38 мм. Класс прочности 5.8. Масса 162.20 кг.,dn=18; outer_diameter=18; wall_thickness=38; mass_kg=162.20; thread_size=18; length_mm=38; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=38; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-40-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х40 10.9 ГОСТ 7808-70,18,,18,40,,,,,,172.20,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,40,,10.9,A,,,,,,,False,7808-Б-18-40-10.9,18,40,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 40 мм. Класс прочности 10.9. Масса 172.20 кг.,dn=18; outer_diameter=18; wall_thickness=40; mass_kg=172.20; thread_size=18; length_mm=40; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=40; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-40-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х40 5.8 ГОСТ 7808-70,18,,18,40,,,,,,172.20,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,40,,5.8,A,,,,,,,False,7808-Б-18-40-5.8,18,40,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 40 мм. Класс прочности 5.8. Масса 172.20 кг.,dn=18; outer_diameter=18; wall_thickness=40; mass_kg=172.20; thread_size=18; length_mm=40; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=40; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-45-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х45 10.9 ГОСТ 7808-70,18,,18,45,,,,,,182.20,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,45,,10.9,A,,,,,,,False,7808-Б-18-45-10.9,18,45,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 45 мм. Класс прочности 10.9. Масса 182.20 кг.,dn=18; outer_diameter=18; wall_thickness=45; mass_kg=182.20; thread_size=18; length_mm=45; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=45; strength_class=10.9; accuracy_class=A,10.9,,,A
7808-Б-18-45-5.8,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х45 5.8 ГОСТ 7808-70,18,,18,45,,,,,,182.20,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,45,,5.8,A,,,,,,,False,7808-Б-18-45-5.8,18,45,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 45 мм. Класс прочности 5.8. Масса 182.20 кг.,dn=18; outer_diameter=18; wall_thickness=45; mass_kg=182.20; thread_size=18; length_mm=45; strength_class=5.8; accuracy_class=A; thread_size=18; length_mm=45; strength_class=5.8; accuracy_class=A,5.8,,,A
7808-Б-18-50-10.9,ГОСТ 7808-1970,ГОСТ 7808-1970,крепеж,Болт с уменьшенной головкой,Б,Болт M18х50 10.9 ГОСТ 7808-70,18,,18,50,,,,,,192.20,,6,pdf/крепеж/ГОСТ_7808_1970.pdf,18,50,,10.9,A,,,,,,,False,7808-Б-18-50-10.9,18,50,Крепёж по ГОСТ 7808-1970. Резьба M18. Длина 50 мм. Класс прочности 10.9. Масса 192.20 кг.,dn=18; outer_diameter=18; wall_thickness=50; mass_kg=192.20; thread_size=18; length_mm=50; strength_class=10.9; accuracy_class=A; thread_size=18; length_mm=50; strength_class=10.9; accuracy_class=A,10.9,,,A
