sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_gost_designation,description,attributes,dim_outer_d_branch,dim_wall_branch,equal_pass,dim_equal_pass,woo_type
sto-79814898-125-2-200-219-11--38-1-12х18н10т,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 219х11-38х11 12Х18Н10Т СТО 79814898.125-2009,200,32,219,11,38,,,,,,12Х18Н10Т,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,12Х18Н10Т,,,219х11-38х11,False,sto-79814898-125-2-200-219-11--38-1,2,219х11-38х11,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 200. Размеры 219х11 мм. DN отвода 32. Исполнение 2. Марка стали 12Х18Н10Т. Условное обозначение: 219х11-38х11.,dn=200; dn_branch=32; outer_diameter=219; wall_thickness=11; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; outer_d_branch=38; gost_designation=219х11-38х11,38,,,,simple
sto-79814898-125-2-200-219-11--38-1-12х18н10тP,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник П 219х11-38х11 12Х18Н10Т СТО 79814898.125-2009,200,32,219,11,38,,,,,,12Х18Н10Т,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,12Х18Н10Т,,,219х11-38х11,True,sto-79814898-125-2-200-219-11--38-1,2,219х11-38х11,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 200. Размеры 219х11 мм. DN отвода 32. Исполнение 2. Марка стали 12Х18Н10Т. Условное обозначение: 219х11-38х11.,dn=200; dn_branch=32; outer_diameter=219; wall_thickness=11; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; outer_d_branch=38; gost_designation=219х11-38х11; supervised=Да,38,,,,simple
sto-79814898-125-2-200-219-11--38-1-13хфа,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 219х11-38х11 13ХФА СТО 79814898.125-2009,200,32,219,11,38,,,,,,13ХФА,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,13ХФА,,,219х11-38х11,False,sto-79814898-125-2-200-219-11--38-1,2,219х11-38х11,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 200. Размеры 219х11 мм. DN отвода 32. Исполнение 2. Марка стали 13ХФА. Условное обозначение: 219х11-38х11.,dn=200; dn_branch=32; outer_diameter=219; wall_thickness=11; material=13ХФА; execution=2; material_grade=13ХФА; outer_d_branch=38; gost_designation=219х11-38х11,38,,,,simple
sto-79814898-125-2-200-219-11--38-1-17г1с,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 219х11-38х11 17Г1С СТО 79814898.125-2009,200,32,219,11,38,,,,,,17Г1С,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,17Г1С,,,219х11-38х11,False,sto-79814898-125-2-200-219-11--38-1,2,219х11-38х11,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 200. Размеры 219х11 мм. DN отвода 32. Исполнение 2. Марка стали 17Г1С. Условное обозначение: 219х11-38х11.,dn=200; dn_branch=32; outer_diameter=219; wall_thickness=11; material=17Г1С; execution=2; material_grade=17Г1С; outer_d_branch=38; gost_designation=219х11-38х11,38,,,,simple
sto-79814898-125-2-200-219-11--38-1-17г1сP,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник П 219х11-38х11 17Г1С СТО 79814898.125-2009,200,32,219,11,38,,,,,,17Г1С,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,17Г1С,,,219х11-38х11,True,sto-79814898-125-2-200-219-11--38-1,2,219х11-38х11,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 200. Размеры 219х11 мм. DN отвода 32. Исполнение 2. Марка стали 17Г1С. Условное обозначение: 219х11-38х11.,dn=200; dn_branch=32; outer_diameter=219; wall_thickness=11; material=17Г1С; execution=2; material_grade=17Г1С; outer_d_branch=38; gost_designation=219х11-38х11; supervised=Да,38,,,,simple
sto-79814898-125-2-200-219-11--38-1-17г1с-у,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 219х11-38х11 17Г1С-У СТО 79814898.125-2009,200,32,219,11,38,,,,,,17Г1С-У,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,17Г1С-У,,,219х11-38х11,False,sto-79814898-125-2-200-219-11--38-1,2,219х11-38х11,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 200. Размеры 219х11 мм. DN отвода 32. Исполнение 2. Марка стали 17Г1С-У. Условное обозначение: 219х11-38х11.,dn=200; dn_branch=32; outer_diameter=219; wall_thickness=11; material=17Г1С-У; execution=2; material_grade=17Г1С-У; outer_d_branch=38; gost_designation=219х11-38х11,38,,,,simple
sto-79814898-125-2-200-219-11--38-1-17гс,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 219х11-38х11 17ГС СТО 79814898.125-2009,200,32,219,11,38,,,,,,17ГС,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,17ГС,,,219х11-38х11,False,sto-79814898-125-2-200-219-11--38-1,2,219х11-38х11,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 200. Размеры 219х11 мм. DN отвода 32. Исполнение 2. Марка стали 17ГС. Условное обозначение: 219х11-38х11.,dn=200; dn_branch=32; outer_diameter=219; wall_thickness=11; material=17ГС; execution=2; material_grade=17ГС; outer_d_branch=38; gost_designation=219х11-38х11,38,,,,simple
sto-79814898-125-2-200-219-11--38-1-20,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 219х11-38х11 Ст20 СТО 79814898.125-2009,200,32,219,11,38,,,,,,20,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,20,,,219х11-38х11,False,sto-79814898-125-2-200-219-11--38-1,2,219х11-38х11,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 200. Размеры 219х11 мм. DN отвода 32. Исполнение 2. Марка стали 20. Условное обозначение: 219х11-38х11.,dn=200; dn_branch=32; outer_diameter=219; wall_thickness=11; material=20; execution=2; material_grade=20; outer_d_branch=38; gost_designation=219х11-38х11,38,,,,simple
sto-79814898-125-2-350-377-8--76-1-08х18н10т,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 377х8-76х8 08Х18Н10Т СТО 79814898.125-2009,350,65,377,8,76,,,,,,08Х18Н10Т,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,08Х18Н10Т,,,377х8-76х8,False,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 08Х18Н10Т. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=08Х18Н10Т; execution=2; material_grade=08Х18Н10Т; outer_d_branch=76; gost_designation=377х8-76х8,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-09г2с,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 377х8-76х8 09Г2С СТО 79814898.125-2009,350,65,377,8,76,,,,,,09Г2С,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,09Г2С,,,377х8-76х8,False,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 09Г2С. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=09Г2С; execution=2; material_grade=09Г2С; outer_d_branch=76; gost_designation=377х8-76х8,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-09г2сP,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник П 377х8-76х8 09Г2С СТО 79814898.125-2009,350,65,377,8,76,,,,,,09Г2С,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,09Г2С,,,377х8-76х8,True,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 09Г2С. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=09Г2С; execution=2; material_grade=09Г2С; outer_d_branch=76; gost_designation=377х8-76х8; supervised=Да,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-10,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 377х8-76х8 Ст10 СТО 79814898.125-2009,350,65,377,8,76,,,,,,10,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,10,,,377х8-76х8,False,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 10. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=10; execution=2; material_grade=10; outer_d_branch=76; gost_designation=377х8-76х8,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-10г2,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 377х8-76х8 10Г2 СТО 79814898.125-2009,350,65,377,8,76,,,,,,10Г2,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,10Г2,,,377х8-76х8,False,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 10Г2. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=10Г2; execution=2; material_grade=10Г2; outer_d_branch=76; gost_designation=377х8-76х8,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-10г2с1,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 377х8-76х8 10Г2С1 СТО 79814898.125-2009,350,65,377,8,76,,,,,,10Г2С1,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,10Г2С1,,,377х8-76х8,False,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 10Г2С1. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=10Г2С1; execution=2; material_grade=10Г2С1; outer_d_branch=76; gost_designation=377х8-76х8,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-10х17н13м2т,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 377х8-76х8 10Х17Н13М2Т СТО 79814898.125-2009,350,65,377,8,76,,,,,,10Х17Н13М2Т,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,10Х17Н13М2Т,,,377х8-76х8,False,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 10Х17Н13М2Т. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=10Х17Н13М2Т; execution=2; material_grade=10Х17Н13М2Т; outer_d_branch=76; gost_designation=377х8-76х8,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-12х18н10т,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 377х8-76х8 12Х18Н10Т СТО 79814898.125-2009,350,65,377,8,76,,,,,,12Х18Н10Т,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,12Х18Н10Т,,,377х8-76х8,False,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 12Х18Н10Т. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; outer_d_branch=76; gost_designation=377х8-76х8,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-12х18н10тP,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник П 377х8-76х8 12Х18Н10Т СТО 79814898.125-2009,350,65,377,8,76,,,,,,12Х18Н10Т,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,12Х18Н10Т,,,377х8-76х8,True,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 12Х18Н10Т. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; outer_d_branch=76; gost_designation=377х8-76х8; supervised=Да,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-13хфа,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 377х8-76х8 13ХФА СТО 79814898.125-2009,350,65,377,8,76,,,,,,13ХФА,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,13ХФА,,,377х8-76х8,False,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 13ХФА. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=13ХФА; execution=2; material_grade=13ХФА; outer_d_branch=76; gost_designation=377х8-76х8,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-17г1с,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 377х8-76х8 17Г1С СТО 79814898.125-2009,350,65,377,8,76,,,,,,17Г1С,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,17Г1С,,,377х8-76х8,False,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 17Г1С. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=17Г1С; execution=2; material_grade=17Г1С; outer_d_branch=76; gost_designation=377х8-76х8,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-17г1сP,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник П 377х8-76х8 17Г1С СТО 79814898.125-2009,350,65,377,8,76,,,,,,17Г1С,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,17Г1С,,,377х8-76х8,True,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 17Г1С. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=17Г1С; execution=2; material_grade=17Г1С; outer_d_branch=76; gost_designation=377х8-76х8; supervised=Да,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-17г1с-у,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 377х8-76х8 17Г1С-У СТО 79814898.125-2009,350,65,377,8,76,,,,,,17Г1С-У,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,17Г1С-У,,,377х8-76х8,False,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 17Г1С-У. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=17Г1С-У; execution=2; material_grade=17Г1С-У; outer_d_branch=76; gost_designation=377х8-76х8,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-17гс,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 377х8-76х8 17ГС СТО 79814898.125-2009,350,65,377,8,76,,,,,,17ГС,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,17ГС,,,377х8-76х8,False,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 17ГС. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=17ГС; execution=2; material_grade=17ГС; outer_d_branch=76; gost_designation=377х8-76х8,76,,,,simple
sto-79814898-125-2-350-377-8--76-1-20,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 377х8-76х8 Ст20 СТО 79814898.125-2009,350,65,377,8,76,,,,,,20,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,20,,,377х8-76х8,False,sto-79814898-125-2-350-377-8--76-1,2,377х8-76х8,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 350. Размеры 377х8 мм. DN отвода 65. Исполнение 2. Марка стали 20. Условное обозначение: 377х8-76х8.,dn=350; dn_branch=65; outer_diameter=377; wall_thickness=8; material=20; execution=2; material_grade=20; outer_d_branch=76; gost_designation=377х8-76х8,76,,,,simple
sto-79814898-125-2-400-426-12---1-08х18н10т,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 426х12 08Х18Н10Т СТО 79814898.125-2009,400,400,426,12,426,12,,,,,08Х18Н10Т,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,08Х18Н10Т,,,426х12,False,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 08Х18Н10Т. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=08Х18Н10Т; execution=2; material_grade=08Х18Н10Т; gost_designation=426х12,426,12,да,да,simple
sto-79814898-125-2-400-426-12---1-09г2с,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 426х12 09Г2С СТО 79814898.125-2009,400,400,426,12,426,12,,,,,09Г2С,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,09Г2С,,,426х12,False,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 09Г2С. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=09Г2С; execution=2; material_grade=09Г2С; gost_designation=426х12,426,12,да,да,simple
sto-79814898-125-2-400-426-12---1-09г2сP,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник П 426х12 09Г2С СТО 79814898.125-2009,400,400,426,12,,,,,,,09Г2С,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,09Г2С,,,426х12,True,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 09Г2С. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=09Г2С; execution=2; material_grade=09Г2С; gost_designation=426х12; supervised=Да,,,,,simple
sto-79814898-125-2-400-426-12---1-10,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 426х12 Ст10 СТО 79814898.125-2009,400,400,426,12,426,12,,,,,10,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,10,,,426х12,False,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 10. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=10; execution=2; material_grade=10; gost_designation=426х12,426,12,да,да,simple
sto-79814898-125-2-400-426-12---1-10г2,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 426х12 10Г2 СТО 79814898.125-2009,400,400,426,12,426,12,,,,,10Г2,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,10Г2,,,426х12,False,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 10Г2. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=10Г2; execution=2; material_grade=10Г2; gost_designation=426х12,426,12,да,да,simple
sto-79814898-125-2-400-426-12---1-10г2с1,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 426х12 10Г2С1 СТО 79814898.125-2009,400,400,426,12,426,12,,,,,10Г2С1,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,10Г2С1,,,426х12,False,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 10Г2С1. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=10Г2С1; execution=2; material_grade=10Г2С1; gost_designation=426х12,426,12,да,да,simple
sto-79814898-125-2-400-426-12---1-10х17н13м2т,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 426х12 10Х17Н13М2Т СТО 79814898.125-2009,400,400,426,12,426,12,,,,,10Х17Н13М2Т,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,10Х17Н13М2Т,,,426х12,False,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 10Х17Н13М2Т. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=10Х17Н13М2Т; execution=2; material_grade=10Х17Н13М2Т; gost_designation=426х12,426,12,да,да,simple
sto-79814898-125-2-400-426-12---1-12х18н10т,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 426х12 12Х18Н10Т СТО 79814898.125-2009,400,400,426,12,426,12,,,,,12Х18Н10Т,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,12Х18Н10Т,,,426х12,False,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 12Х18Н10Т. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; gost_designation=426х12,426,12,да,да,simple
sto-79814898-125-2-400-426-12---1-12х18н10тP,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник П 426х12 12Х18Н10Т СТО 79814898.125-2009,400,400,426,12,,,,,,,12Х18Н10Т,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,12Х18Н10Т,,,426х12,True,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 12Х18Н10Т. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; gost_designation=426х12; supervised=Да,,,,,simple
sto-79814898-125-2-400-426-12---1-13хфа,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 426х12 13ХФА СТО 79814898.125-2009,400,400,426,12,426,12,,,,,13ХФА,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,13ХФА,,,426х12,False,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 13ХФА. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=13ХФА; execution=2; material_grade=13ХФА; gost_designation=426х12,426,12,да,да,simple
sto-79814898-125-2-400-426-12---1-17г1с,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 426х12 17Г1С СТО 79814898.125-2009,400,400,426,12,426,12,,,,,17Г1С,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,17Г1С,,,426х12,False,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 17Г1С. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=17Г1С; execution=2; material_grade=17Г1С; gost_designation=426х12,426,12,да,да,simple
sto-79814898-125-2-400-426-12---1-17г1сP,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник П 426х12 17Г1С СТО 79814898.125-2009,400,400,426,12,,,,,,,17Г1С,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,17Г1С,,,426х12,True,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 17Г1С. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=17Г1С; execution=2; material_grade=17Г1С; gost_designation=426х12; supervised=Да,,,,,simple
sto-79814898-125-2-400-426-12---1-17г1с-у,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 426х12 17Г1С-У СТО 79814898.125-2009,400,400,426,12,426,12,,,,,17Г1С-У,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,17Г1С-У,,,426х12,False,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 17Г1С-У. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=17Г1С-У; execution=2; material_grade=17Г1С-У; gost_designation=426х12,426,12,да,да,simple
sto-79814898-125-2-400-426-12---1-17гс,sto-79814898-125,СТО 79814898.125-2009,тройники,Тройники,ТС,Тройник 426х12 17ГС СТО 79814898.125-2009,400,400,426,12,426,12,,,,,17ГС,1,pdf/тройники/СТО_79814898_125_2009.pdf,,,,,,2,,17ГС,,,426х12,False,sto-79814898-125-2-400-426-12---1,2,426х12,Тройник равнопроходный по СТО 79814898.125-2009. Тип: ТС. DN 400. Размеры 426х12 мм. Исполнение 2. Марка стали 17ГС. Условное обозначение: 426х12.,dn=400; outer_diameter=426; wall_thickness=12; material=17ГС; execution=2; material_grade=17ГС; gost_designation=426х12,426,12,да,да,simple
