sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,pn,angle,radius,mass_kg,material,standard_page,pdf_path,description,attributes,dim_dim_0,dim_dim_1,dim_dim_2,dim_dim_7,dim_dim_8,dim_dim_9,dim_dim_10,dim_dim_5,dim_dim_13,dim_dim_14,dim_dim_15,dim_dim_16,dim_dim_17,dim_dim_18,dim_dim_т,dim_dim_в,dim_dim_3,dim_dim_w,dim_dim_н,dim_dim_с
гост-15150-1969-ар-превышениятемпературы-дополнительноепревышениетемпературынебо,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN превышениятемпературы-дополнительноепревышениетемпературынеболеечемна3 (ГОСТ 15150-1969),превышениятемпературы-дополнительноепревышениетемпературынеболеечемна3,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN превышениятемпературы-дополнительноепревышениетемпературынеболеечемна3.,dn=превышениятемпературы-дополнительноепревышениетемпературынеболеечемна3,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-с-none-none-none-46,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN °С. (ГОСТ 15150-1969),°С.,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN °С..,dn=°С.,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-9заметноевлияниерассеяниятеплаотизделиянатемпературувнешнейср,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN 9.Заметноевлияниерассеяниятеплаотизделиянатемпературувнешнейсреды- (ГОСТ 15150-1969),9.Заметноевлияниерассеяниятеплаотизделиянатемпературувнешнейсреды-,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN 9.Заметноевлияниерассеяниятеплаотизделиянатемпературувнешнейсреды-.,dn=9.Заметноевлияниерассеяниятеплаотизделиянатемпературувнешнейсреды-,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-повышениетемпературывнешнейсредыболеечемна3с-none-none-none-4,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN повышениетемпературывнешнейсредыболеечемна3°С. (ГОСТ 15150-1969),повышениетемпературывнешнейсредыболеечемна3°С.,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN повышениетемпературывнешнейсредыболеечемна3°С..,dn=повышениетемпературывнешнейсредыболеечемна3°С.,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-10исключенизмn3-none-none-none-46,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN 10.(Исключен,Изм.N3). (ГОСТ 15150-1969)","10.(Исключен,Изм.N3).",,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN 10.(Исключен,Изм.N3)..","dn=10.(Исключен,Изм.N3).",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-11встроенныйэлемент-законченноесборкойизделиеудовлетворяющеет,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN 11.Встроенныйэлемент-законченноесборкойизделие,удовлетворяющеетребованиям (ГОСТ 15150-1969)","11.Встроенныйэлемент-законченноесборкойизделие,удовлетворяющеетребованиям",,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN 11.Встроенныйэлемент-законченноесборкойизделие,удовлетворяющеетребованиям.","dn=11.Встроенныйэлемент-законченноесборкойизделие,удовлетворяющеетребованиям",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-соответствующихстандартовилитехническихусловийвходящеевконстр,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN соответствующихстандартовилитехническихусловий,входящеевконструкциюисхему (ГОСТ 15150-1969)","соответствующихстандартовилитехническихусловий,входящеевконструкциюисхему",,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN соответствующихстандартовилитехническихусловий,входящеевконструкциюисхему.","dn=соответствующихстандартовилитехническихусловий,входящеевконструкциюисхему",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-комплектногоизделияилиблокаинаходящеесявилинаобщейоболочкеиил,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN комплектногоизделия(илиблока)инаходящеесяв(илина)общейоболочкеи(или)каркасе (ГОСТ 15150-1969),комплектногоизделия(илиблока)инаходящеесяв(илина)общейоболочкеи(или)каркасе,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN комплектногоизделия(илиблока)инаходящеесяв(илина)общейоболочкеи(или)каркасе.,dn=комплектногоизделия(илиблока)инаходящеесяв(илина)общейоболочкеи(или)каркасе,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-последнего-none-none-none-46,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN последнего. (ГОСТ 15150-1969),последнего.,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN последнего..,dn=последнего.,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-12средняятемператураизабсолютныхгодовыхмаксимумовминимумов--n,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN 12.Средняятемператураизабсолютныхгодовыхмаксимумов(минимумов)- (ГОСТ 15150-1969),12.Средняятемператураизабсолютныхгодовыхмаксимумов(минимумов)-,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN 12.Средняятемператураизабсолютныхгодовыхмаксимумов(минимумов)-.,dn=12.Средняятемператураизабсолютныхгодовыхмаксимумов(минимумов)-,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-среднеарифметичecкoeзначениеизабсолютныхгодовыхмаксимумовмини,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN среднеарифметичecкoeзначениеизабсолютныхгодовыхмаксимумов(минимумов) (ГОСТ 15150-1969),среднеарифметичecкoeзначениеизабсолютныхгодовыхмаксимумов(минимумов),,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN среднеарифметичecкoeзначениеизабсолютныхгодовыхмаксимумов(минимумов).,dn=среднеарифметичecкoeзначениеизабсолютныхгодовыхмаксимумов(минимумов),,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-температурывоздуханаблюдаемыхвданномпунктезамноголетнийпериод,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN температурывоздуха,наблюдаемыхвданномпунктезамноголетнийпериод. (ГОСТ 15150-1969)","температурывоздуха,наблюдаемыхвданномпунктезамноголетнийпериод.",,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN температурывоздуха,наблюдаемыхвданномпунктезамноголетнийпериод..","dn=температурывоздуха,наблюдаемыхвданномпунктезамноголетнийпериод.",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-13температуравнешнейсредыприэксплуатации-none-none-none-46,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN 13.Температуравнешнейсредыприэксплуатации: (ГОСТ 15150-1969),13.Температуравнешнейсредыприэксплуатации:,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN 13.Температуравнешнейсредыприэксплуатации:.,dn=13.Температуравнешнейсредыприэксплуатации:,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-адляизделийссамовентиляциейилисамоохлаждениемилисестественным,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN а)дляизделийссамовентиляциейилисамоохлаждением,илисестественнымвоздушным (ГОСТ 15150-1969)","а)дляизделийссамовентиляциейилисамоохлаждением,илисестественнымвоздушным",,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN а)дляизделийссамовентиляциейилисамоохлаждением,илисестественнымвоздушным.","dn=а)дляизделийссамовентиляциейилисамоохлаждением,илисестественнымвоздушным",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-охлаждением-температуравоздухаилидругойгазовойсредывблизиизде,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN охлаждением-температуравоздухаилидругойгазовойсредывблизиизделийнатомже (ГОСТ 15150-1969),охлаждением-температуравоздухаилидругойгазовойсредывблизиизделийнатомже,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN охлаждением-температуравоздухаилидругойгазовойсредывблизиизделийнатомже.,dn=охлаждением-температуравоздухаилидругойгазовойсредывблизиизделийнатомже,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-уровненакоторомонирасположеныинатакомрасстоянииотнихчтобынаэт,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN уровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту (ГОСТ 15150-1969)","уровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту",,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN уровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту.","dn=уровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-температурузаметноневлиялорассеяниетеплаотизделийэторасстояни,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN температурузаметноневлиялорассеяниетеплаотизделий(эторасстояниезависитот (ГОСТ 15150-1969),температурузаметноневлиялорассеяниетеплаотизделий(эторасстояниезависитот,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN температурузаметноневлиялорассеяниетеплаотизделий(эторасстояниезависитот.,dn=температурузаметноневлиялорассеяниетеплаотизделий(эторасстояниезависитот,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-температурыоболочкиизделиярассеиваемойиммощностииуказываетсяв,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN температурыоболочкиизделия,рассеиваемойиммощностииуказываетсявстандартахна (ГОСТ 15150-1969)","температурыоболочкиизделия,рассеиваемойиммощностииуказываетсявстандартахна",,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN температурыоболочкиизделия,рассеиваемойиммощностииуказываетсявстандартахна.","dn=температурыоболочкиизделия,рассеиваемойиммощностииуказываетсявстандартахна",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-изделия-none-none-none-46,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN изделия); (ГОСТ 15150-1969),изделия);,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN изделия);.,dn=изделия);,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-бдляизделийспринудительнойвоздушнойилигазовойвентиляциейисвто,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN б)дляизделийспринудительнойвоздушнойилигазовойвентиляциейисвторичным (ГОСТ 15150-1969),б)дляизделийспринудительнойвоздушнойилигазовойвентиляциейисвторичным,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN б)дляизделийспринудительнойвоздушнойилигазовойвентиляциейисвторичным.,dn=б)дляизделийспринудительнойвоздушнойилигазовойвентиляциейисвторичным,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-водянымохлаждением-температуравходящеговоздухаилигазадляиздел,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN водянымохлаждением-температуравходящеговоздухаилигаза;дляизделийс (ГОСТ 15150-1969),водянымохлаждением-температуравходящеговоздухаилигаза;дляизделийс,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN водянымохлаждением-температуравходящеговоздухаилигаза;дляизделийс.,dn=водянымохлаждением-температуравходящеговоздухаилигаза;дляизделийс,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-встроеннымижидкостнымиохладителями-температуравходящейохлажда,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN встроеннымижидкостнымиохладителями-температуравходящейохлаждающейжидкости; (ГОСТ 15150-1969),встроеннымижидкостнымиохладителями-температуравходящейохлаждающейжидкости;,,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN встроеннымижидкостнымиохладителями-температуравходящейохлаждающейжидкости;.,dn=встроеннымижидкостнымиохладителями-температуравходящейохлаждающейжидкости;,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-вдляизделийпогруженныхвжидкость-температураэтойжидкостивблизи,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN в)дляизделий,погруженныхвжидкость,-температураэтойжидкостивблизиизделийна (ГОСТ 15150-1969)","в)дляизделий,погруженныхвжидкость,-температураэтойжидкостивблизиизделийна",,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN в)дляизделий,погруженныхвжидкость,-температураэтойжидкостивблизиизделийна.","dn=в)дляизделий,погруженныхвжидкость,-температураэтойжидкостивблизиизделийна",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-томжеуровненакоторомонирасположеныинатакомрасстоянииотнихчтоб,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN томжеуровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту (ГОСТ 15150-1969)","томжеуровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту",,,,,,,,,46,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN томжеуровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту.","dn=томжеуровне,накоторомонирасположены,инатакомрасстоянииотних,чтобынаэту",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-геофизическойобсерваторииимаивоейкова-none-none-none-52,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN геофизическойобсерваторииим.А.И.Воейкова) (ГОСТ 15150-1969),геофизическойобсерваторииим.А.И.Воейкова),,,,,,,,,52,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN геофизическойобсерваторииим.А.И.Воейкова).,dn=геофизическойобсерваторииим.А.И.Воейкова),,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-приложение4-none-none-none-52,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN ПРИЛОЖЕНИЕ4 (ГОСТ 15150-1969),ПРИЛОЖЕНИЕ4,,,,,,,,,52,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN ПРИЛОЖЕНИЕ4.,dn=ПРИЛОЖЕНИЕ4,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-обязательное-none-none-none-52,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN Обязательное (ГОСТ 15150-1969),Обязательное,,,,,,,,,52,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN Обязательное.,dn=Обязательное,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-нижниезначениятемпературывоздуханатерриторииснг-none-none-non,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN НижниезначениятемпературывоздуханатерриторииСНГ (ГОСТ 15150-1969),НижниезначениятемпературывоздуханатерриторииСНГ,,,,,,,,,52,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN НижниезначениятемпературывоздуханатерриторииСНГ.,dn=НижниезначениятемпературывоздуханатерриторииСНГ,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-данныеглавнойгеофизическойобсерваторииим-none-none-none-52,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN (данныеГлавнойгеофизическойобсерваторииим. (ГОСТ 15150-1969),(данныеГлавнойгеофизическойобсерваторииим.,,,,,,,,,52,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN (данныеГлавнойгеофизическойобсерваторииим..,dn=(данныеГлавнойгеофизическойобсерваторииим.,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-аивоейкова-none-none-none-52,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN А.И.Воейкова) (ГОСТ 15150-1969),А.И.Воейкова),,,,,,,,,52,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN А.И.Воейкова).,dn=А.И.Воейкова),,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-районисполнениеизделий-none-none-none-52,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN Район(исполнениеизделий) (ГОСТ 15150-1969),Район(исполнениеизделий),,,,,,,,,52,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN Район(исполнениеизделий).,dn=Район(исполнениеизделий),,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-хлу-none-none-none-52,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN ХЛУ (ГОСТ 15150-1969),ХЛУ,,,,,,,,,52,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN ХЛУ.,dn=ХЛУ,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-климатическогоисполненияу3номожетработатьпритемпературенениже,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN климатическогоисполненияУ3,номожетработатьпритемпературененижеминус20°С (ГОСТ 15150-1969)","климатическогоисполненияУ3,номожетработатьпритемпературененижеминус20°С",,,,,,,,,61,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN климатическогоисполненияУ3,номожетработатьпритемпературененижеминус20°С.","dn=климатическогоисполненияУ3,номожетработатьпритемпературененижеминус20°С",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-обозначениеэлектродвигателяао-2у3учитываячтостандартомнаиздел,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN (обозначениеэлектродвигателяАО-2У3*).Учитывая,чтостандартомнаизделияотраслив (ГОСТ 15150-1969)","(обозначениеэлектродвигателяАО-2У3*).Учитывая,чтостандартомнаизделияотраслив",,,,,,,,,61,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN (обозначениеэлектродвигателяАО-2У3*).Учитывая,чтостандартомнаизделияотраслив.","dn=(обозначениеэлектродвигателяАО-2У3*).Учитывая,чтостандартомнаизделияотраслив",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-данномслучаеявляетсягост155431записьтребованийкэлектродвигате,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN данномслучаеявляетсяГОСТ15543.1,записьтребованийкэлектродвигателямвНТДвида (ГОСТ 15150-1969)","данномслучаеявляетсяГОСТ15543.1,записьтребованийкэлектродвигателямвНТДвида",,,,,,,,,61,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN данномслучаеявляетсяГОСТ15543.1,записьтребованийкэлектродвигателямвНТДвида.","dn=данномслучаеявляетсяГОСТ15543.1,записьтребованийкэлектродвигателямвНТДвида",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-общихтехническихусловийпроизводятследующимобразомноминальныез,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN ""Общихтехническихусловий""производятследующимобразом:""Номинальныезначения (ГОСТ 15150-1969)","""Общихтехническихусловий""производятследующимобразом:""Номинальныезначения",,,,,,,,,61,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN ""Общихтехническихусловий""производятследующимобразом:""Номинальныезначения.","dn=""Общихтехническихусловий""производятследующимобразом:""Номинальныезначения",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-климатическихфакторов-none-none-none-61,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN климатическихфакторов: (ГОСТ 15150-1969),климатическихфакторов:,,,,,,,,,61,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN климатическихфакторов:.,dn=климатическихфакторов:,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-дляэксплуатацииврабочемсостоянии-погост155431-89игост15150-69,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN дляэксплуатацииврабочемсостоянии-поГОСТ15543.1-89иГОСТ15150-69,нопри (ГОСТ 15150-1969)","дляэксплуатацииврабочемсостоянии-поГОСТ15543.1-89иГОСТ15150-69,нопри",,,,,,,,,61,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN дляэксплуатацииврабочемсостоянии-поГОСТ15543.1-89иГОСТ15150-69,нопри.","dn=дляэксплуатацииврабочемсостоянии-поГОСТ15543.1-89иГОСТ15150-69,нопри",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-этомнижнеезначениетемпературыокружающеговоздухаминус20с-none-,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN этомнижнеезначениетемпературыокружающеговоздухаминус20°С; (ГОСТ 15150-1969),этомнижнеезначениетемпературыокружающеговоздухаминус20°С;,,,,,,,,,61,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN этомнижнеезначениетемпературыокружающеговоздухаминус20°С;.,dn=этомнижнеезначениетемпературыокружающеговоздухаминус20°С;,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-дляэксплуатациивнерабочемсостояниихранениеитранспортированиеп,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN дляэксплуатациивнерабочемсостоянии(хранениеитранспортированиеприперерывах (ГОСТ 15150-1969),дляэксплуатациивнерабочемсостоянии(хранениеитранспортированиеприперерывах,,,,,,,,,61,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN дляэксплуатациивнерабочемсостоянии(хранениеитранспортированиеприперерывах.,dn=дляэксплуатациивнерабочемсостоянии(хранениеитранспортированиеприперерывах,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-вработе-погост155431-89игост15150-69дляизделийвидаклиматическ,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN вработе)-поГОСТ15543.1-89иГОСТ15150-69дляизделийвидаклиматического (ГОСТ 15150-1969),вработе)-поГОСТ15543.1-89иГОСТ15150-69дляизделийвидаклиматического,,,,,,,,,61,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN вработе)-поГОСТ15543.1-89иГОСТ15150-69дляизделийвидаклиматического.,dn=вработе)-поГОСТ15543.1-89иГОСТ15150-69дляизделийвидаклиматического,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-исполненияу3-none-none-none-61,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN исполненияУ3"". (ГОСТ 15150-1969)","исполненияУ3"".",,,,,,,,,61,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN исполненияУ3""..","dn=исполненияУ3"".",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-приложение9обязательноетипыклиматови-none-none-none-61,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN ПРИЛОЖЕНИЕ9(обязательное).ТИПЫКЛИМАТОВИ (ГОСТ 15150-1969),ПРИЛОЖЕНИЕ9(обязательное).ТИПЫКЛИМАТОВИ,,,,,,,,,61,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN ПРИЛОЖЕНИЕ9(обязательное).ТИПЫКЛИМАТОВИ.,dn=ПРИЛОЖЕНИЕ9(обязательное).ТИПЫКЛИМАТОВИ,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-макроклиматовгруппмакроклиматовикритерии-none-none-none-61,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,"Арматура АР DN МАКРОКЛИМАТОВ,ГРУППМАКРОКЛИМАТОВИКРИТЕРИИ (ГОСТ 15150-1969)","МАКРОКЛИМАТОВ,ГРУППМАКРОКЛИМАТОВИКРИТЕРИИ",,,,,,,,,61,pdf/арматура/ГОСТ_15150_1969.pdf,"Изделие по ГОСТ 15150-1969. Тип: АР. DN МАКРОКЛИМАТОВ,ГРУППМАКРОКЛИМАТОВИКРИТЕРИИ.","dn=МАКРОКЛИМАТОВ,ГРУППМАКРОКЛИМАТОВИКРИТЕРИИ",,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-ихразграничения-none-none-none-61,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN ИХРАЗГРАНИЧЕНИЯ (ГОСТ 15150-1969),ИХРАЗГРАНИЧЕНИЯ,,,,,,,,,61,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN ИХРАЗГРАНИЧЕНИЯ.,dn=ИХРАЗГРАНИЧЕНИЯ,,,,,,,,,,,,,,,,,,,,
гост-15150-1969-ар-4-none-none-none-71,ГОСТ 15150-1969,ГОСТ 15150-1969,арматура,Арматура,АР,Арматура АР DN 4 (ГОСТ 15150-1969),4,,,,,,,,,71,pdf/арматура/ГОСТ_15150_1969.pdf,Изделие по ГОСТ 15150-1969. Тип: АР. DN 4.,dn=4; dim_0=Экстремальный холодный; dim_2=+28; dim_8=85 при -6; dim_10=1,Экстремальный холодный,,+28,,85 при -6,,1,,,,,,,,,,,,,
