sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,description,attributes,dim_w_mm,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass,dim_length,dim_temperature,dim_height_mm,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_outer_diameter,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg,dim_thread_size,dim_length_mm,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_length_l,dim_sector_h,dim_semi_sector_h_22_30,dim_pn_non_aggressive,dim_pn_aggressive,dim_arc_length,dim_developed_length,dim_developed_b,dim_wall_s1,dim_wall_sk,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_inner_diameter,dim_straight_length_1,dim_height_h,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2,dim_with_support,dim_support_d
сто-321-06-11-350-377-18-60-4-02-12x1мф,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 60° 377×18 исп. 011 СТО 321.06,350,,377,18,,,4.02,60,525,106.1,12Х1МФ,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,011,,12Х1МФ,,,60°-377x18-R525-011,False,,011,,,,,,,,,,60°-377x18-R525-011,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 60°. DN 350. Наружный диаметр 377 мм. Толщина стенки 18 мм. Исполнение 011. PN 4.02 МПа. Температура 545°C. R 525 мм. l₂ 550 мм. b 303 мм. Марка стали 12Х1МФ. Масса гнутой части 106.1 кг.,"dn=350; outer_diameter=377; wall_thickness=18; pn=4.02; angle=60; radius=525; mass_kg=106.1; material=12Х1МФ; execution=011; material_grade=12Х1МФ; gost_designation=60°-377x18-R525-011; inner_diameter=343; straight_length=65; arc_length=550; developed_b=303; wall_s1=12,4; wall_sk=13,8; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,377,,,,,,106.1,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-12-350-377-18-90-4-02-12x1мф,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 90° 377×18 исп. 012 СТО 321.06,350,,377,18,,,4.02,90,525,159.4,12Х1МФ,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,012,,12Х1МФ,,,90°-377x18-R525-012,False,,012,,,,,,,,,,90°-377x18-R525-012,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 90°. DN 350. Наружный диаметр 377 мм. Толщина стенки 18 мм. Исполнение 012. PN 4.02 МПа. Температура 545°C. R 525 мм. l₂ 825 мм. b 525 мм. Марка стали 12Х1МФ. Масса гнутой части 159.4 кг.,"dn=350; outer_diameter=377; wall_thickness=18; pn=4.02; angle=90; radius=525; mass_kg=159.4; material=12Х1МФ; execution=012; material_grade=12Х1МФ; gost_designation=90°-377x18-R525-012; inner_diameter=343; straight_length=65; arc_length=825; developed_b=525; wall_s1=12,4; wall_sk=13,8; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,377,,,,,,159.4,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-13-400-426-20-30-4-02-12x1мф,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 30° 426×20 исп. 013 СТО 321.06,400,,426,20,,,4.02,30,600,75.9,12Х1МФ,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,013,,12Х1МФ,,,30°-426x20-R600-013,False,,013,,,,,,,,,,30°-426x20-R600-013,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 30°. DN 400. Наружный диаметр 426 мм. Толщина стенки 20 мм. Исполнение 013. PN 4.02 МПа. Температура 545°C. R 600 мм. l₂ 314 мм. b 161 мм. Марка стали 12Х1МФ. Масса гнутой части 75.9 кг.,"dn=400; outer_diameter=426; wall_thickness=20; pn=4.02; angle=30; radius=600; mass_kg=75.9; material=12Х1МФ; execution=013; material_grade=12Х1МФ; gost_designation=30°-426x20-R600-013; inner_diameter=388; straight_length=70; arc_length=314; developed_b=161; wall_s1=14,0; wall_sk=15,5; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,426,,,,,,75.9,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-14-400-426-20-45-4-02-12x1мф,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 45° 426×20 исп. 014 СТО 321.06,400,,426,20,,,4.02,45,600,113.7,12Х1МФ,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,014,,12Х1МФ,,,45°-426x20-R600-014,False,,014,,,,,,,,,,45°-426x20-R600-014,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 45°. DN 400. Наружный диаметр 426 мм. Толщина стенки 20 мм. Исполнение 014. PN 4.02 МПа. Температура 545°C. R 600 мм. l₂ 471 мм. b 248 мм. Марка стали 12Х1МФ. Масса гнутой части 113.7 кг.,"dn=400; outer_diameter=426; wall_thickness=20; pn=4.02; angle=45; radius=600; mass_kg=113.7; material=12Х1МФ; execution=014; material_grade=12Х1МФ; gost_designation=45°-426x20-R600-014; inner_diameter=388; straight_length=70; arc_length=471; developed_b=248; wall_s1=14,0; wall_sk=15,5; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,426,,,,,,113.7,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-15-400-426-20-60-4-02-12x1мф,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 60° 426×20 исп. 015 СТО 321.06,400,,426,20,,,4.02,60,600,154.0,12Х1МФ,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,015,,12Х1МФ,,,60°-426x20-R600-015,False,,015,,,,,,,,,,60°-426x20-R600-015,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 60°. DN 400. Наружный диаметр 426 мм. Толщина стенки 20 мм. Исполнение 015. PN 4.02 МПа. Температура 545°C. R 600 мм. l₂ 628 мм. b 347 мм. Марка стали 12Х1МФ. Масса гнутой части 154.0 кг.,"dn=400; outer_diameter=426; wall_thickness=20; pn=4.02; angle=60; radius=600; mass_kg=154.0; material=12Х1МФ; execution=015; material_grade=12Х1МФ; gost_designation=60°-426x20-R600-015; inner_diameter=388; straight_length=70; arc_length=628; developed_b=347; wall_s1=14,0; wall_sk=15,5; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,426,,,,,,154.0,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-16-400-426-20-90-4-02-12x1мф,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 90° 426×20 исп. 016 СТО 321.06,400,,426,20,,,4.02,90,600,227.8,12Х1МФ,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,016,,12Х1МФ,,,90°-426x20-R600-016,False,,016,,,,,,,,,,90°-426x20-R600-016,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 90°. DN 400. Наружный диаметр 426 мм. Толщина стенки 20 мм. Исполнение 016. PN 4.02 МПа. Температура 545°C. R 600 мм. l₂ 942 мм. b 600 мм. Марка стали 12Х1МФ. Масса гнутой части 227.8 кг.,"dn=400; outer_diameter=426; wall_thickness=20; pn=4.02; angle=90; radius=600; mass_kg=227.8; material=12Х1МФ; execution=016; material_grade=12Х1МФ; gost_designation=90°-426x20-R600-016; inner_diameter=388; straight_length=70; arc_length=942; developed_b=600; wall_s1=14,0; wall_sk=15,5; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,426,,,,,,227.8,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-17-400-465-22-30-4-02-12x1мф,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 30° 465×22 исп. 017 СТО 321.06,400,,465,22,,,4.02,30,650,97.8,12Х1МФ,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,017,,12Х1МФ,,,30°-465x22-R650-017,False,,017,,,,,,,,,,30°-465x22-R650-017,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 30°. DN 400. Наружный диаметр 465 мм. Толщина стенки 22 мм. Исполнение 017. PN 4.02 МПа. Температура 545°C. R 650 мм. l₂ 340 мм. b 174 мм. Марка стали 12Х1МФ. Масса гнутой части 97.8 кг.,"dn=400; outer_diameter=465; wall_thickness=22; pn=4.02; angle=30; radius=650; mass_kg=97.8; material=12Х1МФ; execution=017; material_grade=12Х1МФ; gost_designation=30°-465x22-R650-017; inner_diameter=424; straight_length=60; arc_length=340; developed_b=174; wall_s1=15,8; wall_sk=16,3; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,465,,,,,,97.8,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-18-400-465-22-45-4-02-12x1мф,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 45° 465×22 исп. 018 СТО 321.06,400,,465,22,,,4.02,45,650,146.7,12Х1МФ,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,018,,12Х1МФ,,,45°-465x22-R650-018,False,,018,,,,,,,,,,45°-465x22-R650-018,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 45°. DN 400. Наружный диаметр 465 мм. Толщина стенки 22 мм. Исполнение 018. PN 4.02 МПа. Температура 545°C. R 650 мм. l₂ 511 мм. b 269 мм. Марка стали 12Х1МФ. Масса гнутой части 146.7 кг.,"dn=400; outer_diameter=465; wall_thickness=22; pn=4.02; angle=45; radius=650; mass_kg=146.7; material=12Х1МФ; execution=018; material_grade=12Х1МФ; gost_designation=45°-465x22-R650-018; inner_diameter=424; straight_length=60; arc_length=511; developed_b=269; wall_s1=15,8; wall_sk=16,3; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,465,,,,,,146.7,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-19-400-465-22-60-4-02-12x1мф,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 60° 465×22 исп. 019 СТО 321.06,400,,465,22,,,4.02,60,650,198.2,12Х1МФ,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,019,,12Х1МФ,,,60°-465x22-R650-019,False,,019,,,,,,,,,,60°-465x22-R650-019,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 60°. DN 400. Наружный диаметр 465 мм. Толщина стенки 22 мм. Исполнение 019. PN 4.02 МПа. Температура 545°C. R 650 мм. l₂ 681 мм. b 375 мм. Марка стали 12Х1МФ. Масса гнутой части 198.2 кг.,"dn=400; outer_diameter=465; wall_thickness=22; pn=4.02; angle=60; radius=650; mass_kg=198.2; material=12Х1МФ; execution=019; material_grade=12Х1МФ; gost_designation=60°-465x22-R650-019; inner_diameter=424; straight_length=60; arc_length=681; developed_b=375; wall_s1=15,8; wall_sk=16,3; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,465,,,,,,198.2,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-20-400-465-22-90-4-02-12x1мф,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 90° 465×22 исп. 020 СТО 321.06,400,,465,22,,,4.02,90,650,293.4,12Х1МФ,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,020,,12Х1МФ,,,90°-465x22-R650-020,False,,020,,,,,,,,,,90°-465x22-R650-020,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 90°. DN 400. Наружный диаметр 465 мм. Толщина стенки 22 мм. Исполнение 020. PN 4.02 МПа. Температура 545°C. R 650 мм. l₂ 1021 мм. b 650 мм. Марка стали 12Х1МФ. Масса гнутой части 293.4 кг.,"dn=400; outer_diameter=465; wall_thickness=22; pn=4.02; angle=90; radius=650; mass_kg=293.4; material=12Х1МФ; execution=020; material_grade=12Х1МФ; gost_designation=90°-465x22-R650-020; inner_diameter=424; straight_length=60; arc_length=1021; developed_b=650; wall_s1=15,8; wall_sk=16,3; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,465,,,,,,293.4,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-22-500-530-25-45-4-02-12x1мф,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 45° 530×25 исп. 022 СТО 321.06,500,,530,25,,,4.02,45,800,231.0,12Х1МФ,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,022,,12Х1МФ,,,45°-530x25-R800-022,False,,022,,,,,,,,,,45°-530x25-R800-022,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 45°. DN 500. Наружный диаметр 530 мм. Толщина стенки 25 мм. Исполнение 022. PN 4.02 МПа. Температура 545°C. R 800 мм. l₂ 628 мм. b 331 мм. Марка стали 12Х1МФ. Масса гнутой части 231.0 кг.,"dn=500; outer_diameter=530; wall_thickness=25; pn=4.02; angle=45; radius=800; mass_kg=231.0; material=12Х1МФ; execution=022; material_grade=12Х1МФ; gost_designation=45°-530x25-R800-022; inner_diameter=484; straight_length=30; arc_length=628; developed_b=331; wall_s1=15,6; wall_sk=19,1; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,530,,,,,,231.0,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-23-500-530-25-60-4-02-12x1мф,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 60° 530×25 исп. 023 СТО 321.06,500,,530,25,,,4.02,60,800,308.0,12Х1МФ,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,023,,12Х1МФ,,,60°-530x25-R800-023,False,,023,,,,,,,,,,60°-530x25-R800-023,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 60°. DN 500. Наружный диаметр 530 мм. Толщина стенки 25 мм. Исполнение 023. PN 4.02 МПа. Температура 545°C. R 800 мм. l₂ 838 мм. b 462 мм. Марка стали 12Х1МФ. Масса гнутой части 308.0 кг.,"dn=500; outer_diameter=530; wall_thickness=25; pn=4.02; angle=60; radius=800; mass_kg=308.0; material=12Х1МФ; execution=023; material_grade=12Х1МФ; gost_designation=60°-530x25-R800-023; inner_diameter=484; straight_length=30; arc_length=838; developed_b=462; wall_s1=15,6; wall_sk=19,1; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,530,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-24-500-530-25-90-4-02-12x1мф,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 90° 530×25 исп. 024 СТО 321.06,500,,530,25,,,4.02,90,800,463.0,12Х1МФ,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,024,,12Х1МФ,,,90°-530x25-R800-024,False,,024,,,,,,,,,,90°-530x25-R800-024,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 90°. DN 500. Наружный диаметр 530 мм. Толщина стенки 25 мм. Исполнение 024. PN 4.02 МПа. Температура 545°C. R 800 мм. l₂ 1257 мм. b 800 мм. Марка стали 12Х1МФ. Масса гнутой части 463.0 кг.,"dn=500; outer_diameter=530; wall_thickness=25; pn=4.02; angle=90; radius=800; mass_kg=463.0; material=12Х1МФ; execution=024; material_grade=12Х1МФ; gost_designation=90°-530x25-R800-024; inner_diameter=484; straight_length=30; arc_length=1257; developed_b=800; wall_s1=15,6; wall_sk=19,1; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,530,,,,,,463.0,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-25-150-159-9-430-4-02-94,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 430° 159×9 исп. 025 СТО 321.06,150,,159,9,,,4.02,430,350,12114-3-55,94,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,025,,94,,,430°-159x9-R350-025,False,,025,,,,,,,,,,430°-159x9-R350-025,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 430°. DN 150. Наружный диаметр 159 мм. Толщина стенки 9 мм. Исполнение 025. PN 4.02 МПа. Температура 545°C. R 350 мм. l₂ 30 мм. b 183 мм. Марка стали 94. Масса гнутой части 12114-3-55 кг.,"dn=150; outer_diameter=159; wall_thickness=9; pn=4.02; angle=430; radius=350; mass_kg=12114-3-55; material=94; execution=025; material_grade=94; gost_designation=430°-159x9-R350-025; inner_diameter=142; straight_length=45; straight_length_1=950; arc_length=30; developed_b=183; wall_s1=5,0; wall_sk=7,2; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,159,,,,,,12114-3-55,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-26-150-159-9-45-4-02-94,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 45° 159×9 исп. 026 СТО 321.06,150,,159,9,,,4.02,45,350,10.7,94,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,026,,94,,,45°-159x9-R350-026,False,,026,,,,,,,,,,45°-159x9-R350-026,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 45°. DN 150. Наружный диаметр 159 мм. Толщина стенки 9 мм. Исполнение 026. PN 4.02 МПа. Температура 545°C. R 350 мм. l₂ 275 мм. b 145 мм. Марка стали 94. Масса гнутой части 10.7 кг.,"dn=150; outer_diameter=159; wall_thickness=9; pn=4.02; angle=45; radius=350; mass_kg=10.7; material=94; execution=026; material_grade=94; gost_designation=45°-159x9-R350-026; inner_diameter=142; straight_length=45; straight_length_1=950; arc_length=275; developed_b=145; wall_s1=5,0; wall_sk=7,2; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,159,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-27-150-159-9-60-4-02-94,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 60° 159×9 исп. 027 СТО 321.06,150,,159,9,,,4.02,60,350,14.3,94,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,027,,94,,,60°-159x9-R350-027,False,,027,,,,,,,,,,60°-159x9-R350-027,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 60°. DN 150. Наружный диаметр 159 мм. Толщина стенки 9 мм. Исполнение 027. PN 4.02 МПа. Температура 545°C. R 350 мм. l₂ 367 мм. b 202 мм. Марка стали 94. Масса гнутой части 14.3 кг.,"dn=150; outer_diameter=159; wall_thickness=9; pn=4.02; angle=60; radius=350; mass_kg=14.3; material=94; execution=027; material_grade=94; gost_designation=60°-159x9-R350-027; inner_diameter=142; straight_length=45; straight_length_1=950; arc_length=367; developed_b=202; wall_s1=5,0; wall_sk=7,2; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,159,,,,,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-28-150-159-9-90-4-02-94,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 90° 159×9 исп. 028 СТО 321.06,150,,159,9,,,4.02,90,350,21.4,94,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,028,,94,,,90°-159x9-R350-028,False,,028,,,,,,,,,,90°-159x9-R350-028,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 90°. DN 150. Наружный диаметр 159 мм. Толщина стенки 9 мм. Исполнение 028. PN 4.02 МПа. Температура 545°C. R 350 мм. l₂ 550 мм. b 350 мм. Марка стали 94. Масса гнутой части 21.4 кг.,"dn=150; outer_diameter=159; wall_thickness=9; pn=4.02; angle=90; radius=350; mass_kg=21.4; material=94; execution=028; material_grade=94; gost_designation=90°-159x9-R350-028; inner_diameter=142; straight_length=45; straight_length_1=950; arc_length=550; developed_b=350; wall_s1=5,0; wall_sk=7,2; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,159,,,,,,21.4,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-29-250-273-13-650-4-02-268,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 650° 273×13 исп. 029 СТО 321.06,250,,273,13,,,4.02,650,1000,48.1,268,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,029,,268,,,650°-273x13-R1000-029,False,,029,,,,,,,,,,650°-273x13-R1000-029,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 650°. DN 250. Наружный диаметр 273 мм. Толщина стенки 13 мм. Исполнение 029. PN 4.02 МПа. Температура 545°C. R 1000 мм. l₂ 30 мм. b 524 мм. Марка стали 268. Масса гнутой части 48.1 кг.,"dn=250; outer_diameter=273; wall_thickness=13; pn=4.02; angle=650; radius=1000; mass_kg=48.1; material=268; execution=029; material_grade=268; gost_designation=650°-273x13-R1000-029; inner_diameter=248; straight_length=50; straight_length_1=800; arc_length=30; developed_b=524; wall_s1=11,2; wall_sk=9,9; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,273,,,,,,48.1,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-30-250-273-13-45-4-02-268,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 45° 273×13 исп. 030 СТО 321.06,250,,273,13,,,4.02,45,1000,72.3,268,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,030,,268,,,45°-273x13-R1000-030,False,,030,,,,,,,,,,45°-273x13-R1000-030,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 45°. DN 250. Наружный диаметр 273 мм. Толщина стенки 13 мм. Исполнение 030. PN 4.02 МПа. Температура 545°C. R 1000 мм. l₂ 785 мм. b 414 мм. Марка стали 268. Масса гнутой части 72.3 кг.,"dn=250; outer_diameter=273; wall_thickness=13; pn=4.02; angle=45; radius=1000; mass_kg=72.3; material=268; execution=030; material_grade=268; gost_designation=45°-273x13-R1000-030; inner_diameter=248; straight_length=50; straight_length_1=800; arc_length=785; developed_b=414; wall_s1=11,2; wall_sk=9,9; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,273,,,,,,72.3,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-31-250-273-13-60-4-02-268,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 60° 273×13 исп. 031 СТО 321.06,250,,273,13,,,4.02,60,1000,96.6,268,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,031,,268,,,60°-273x13-R1000-031,False,,031,,,,,,,,,,60°-273x13-R1000-031,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 60°. DN 250. Наружный диаметр 273 мм. Толщина стенки 13 мм. Исполнение 031. PN 4.02 МПа. Температура 545°C. R 1000 мм. l₂ 1047 мм. b 577 мм. Марка стали 268. Масса гнутой части 96.6 кг.,"dn=250; outer_diameter=273; wall_thickness=13; pn=4.02; angle=60; radius=1000; mass_kg=96.6; material=268; execution=031; material_grade=268; gost_designation=60°-273x13-R1000-031; inner_diameter=248; straight_length=50; straight_length_1=800; arc_length=1047; developed_b=577; wall_s1=11,2; wall_sk=9,9; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,273,,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
сто-321-06-32-250-273-13-90-4-02-268,СТО 321.06,СТО 321.06-2009,отводы,Отводы,ОК,Отвод 90° 273×13 исп. 032 СТО 321.06,250,,273,13,,,4.02,90,1000,144.7,268,,pdf/отводы/СТО_ЦКТИ_321.06-2009.pdf,,,,,,032,,268,,,90°-273x13-R1000-032,False,,032,,,,,,,,,,90°-273x13-R1000-032,simple,,,,,onbackorder,no,Отвод по СТО 321.06-2009. Угол 90°. DN 250. Наружный диаметр 273 мм. Толщина стенки 13 мм. Исполнение 032. PN 4.02 МПа. Температура 545°C. R 1000 мм. l₂ 1571 мм. b 1000 мм. Марка стали 268. Масса гнутой части 144.7 кг.,"dn=250; outer_diameter=273; wall_thickness=13; pn=4.02; angle=90; radius=1000; mass_kg=144.7; material=268; execution=032; material_grade=268; gost_designation=90°-273x13-R1000-032; inner_diameter=248; straight_length=50; straight_length_1=800; arc_length=1571; developed_b=1000; wall_s1=11,2; wall_sk=9,9; temperature_c=545; pressure_group=p = 4,02 МПа, t = 545 °C; mass_method=табличная; data_source=html:321.06",,,,,,4.02,,,,,,,,,,,,,,,,,273,,,,,,144.7,,,,,,,,,,,,,,,,,,,,,,,,,html:321.06,,,,,,,,,,
