sku,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,angle,radius,pn,mass_kg,material,material_grade,execution,gost_designation,normative_key,pdf_path,standard_page,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,coating,washer_type,nominal_d_mm,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,description,attributes,dim_w_mm,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_length_l,dim_sector_h,dim_semi_sector_h_22_30,dim_pn_non_aggressive,dim_pn_aggressive,dim_arc_length,dim_developed_length,dim_developed_b,dim_wall_s1,dim_wall_sk,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_inner_diameter,dim_straight_length_1,dim_height_h,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2,dim_outer_d_branch,dim_length,dim_with_support,dim_support_d,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass,dim_temperature,dim_height_mm,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_outer_diameter,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg,dim_thread_size,dim_length_mm,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class,equal_pass,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock
сто-сро-п-60542948-00016-2013-250-2-273-8-17гс,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 273х8 исп. 2 17ГС СТО СРО-П 60542948.00016-2013,250,,273,8,,,,,,,17ГС,17ГС,2,273х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-250-2-273-8,2,,,,,,,,,,273х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 250. Наружный диаметр D 273 мм. Толщина стенки T 8 мм. Марка стали 17ГС. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 273х8.,dn=250; outer_diameter=273; wall_thickness=8; material=17ГС; execution=2; material_grade=17ГС; gost_designation=273х8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-250-2-273-8,17ГС,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-250-2-273-8-20,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 273х8 исп. 2 20 СТО СРО-П 60542948.00016-2013,250,,273,8,,,,,,,20,20,2,273х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-250-2-273-8,2,,,,,,,,,,273х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 250. Наружный диаметр D 273 мм. Толщина стенки T 8 мм. Марка стали 20. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 273х8.,dn=250; outer_diameter=273; wall_thickness=8; material=20; execution=2; material_grade=20; gost_designation=273х8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-250-2-273-8,20,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 325х8 исп. 2 СТО СРО-П 60542948.00016-2013,300,15,325,8,15,,,,,,,,2,325х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,2,,,,,,,,,,325х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 08Х18Н10Т. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.,dn=300; dn_branch=15; outer_diameter=325; wall_thickness=8; material=08Х18Н10Т; execution=2; material_grade=08Х18Н10Т; gost_designation=325х8; outer_d_branch=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variable,,08Х18Н10Т|09Г2С|10|10Г2|10Г2С1|10Х17Н13М2Т|12Х18Н10Т|13ХФА|17Г1С|17Г1С-У|17ГС|20,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-300-2-325-8-15-15-08х18н10т,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 325х8 исп. 2 08Х18Н10Т СТО СРО-П 60542948.00016-2013,300,15,325,8,15,,,,,,08Х18Н10Т,08Х18Н10Т,2,325х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,2,,,,,,,,,,325х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 08Х18Н10Т. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.,dn=300; dn_branch=15; outer_diameter=325; wall_thickness=8; material=08Х18Н10Т; execution=2; material_grade=08Х18Н10Т; gost_designation=325х8; outer_d_branch=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,08Х18Н10Т,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-300-2-325-8-15-15-09г2с,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 325х8 исп. 2 09Г2С СТО СРО-П 60542948.00016-2013,300,15,325,8,15,,,,,,09Г2С,09Г2С,2,325х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,2,,,,,,,,,,325х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 09Г2С. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.,dn=300; dn_branch=15; outer_diameter=325; wall_thickness=8; material=09Г2С; execution=2; material_grade=09Г2С; gost_designation=325х8; outer_d_branch=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,09Г2С,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-300-2-325-8-15-15-10,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 325х8 исп. 2 10 СТО СРО-П 60542948.00016-2013,300,15,325,8,15,,,,,,10,10,2,325х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,2,,,,,,,,,,325х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 10. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.,dn=300; dn_branch=15; outer_diameter=325; wall_thickness=8; material=10; execution=2; material_grade=10; gost_designation=325х8; outer_d_branch=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,10,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-300-2-325-8-15-15-10г2,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 325х8 исп. 2 10Г2 СТО СРО-П 60542948.00016-2013,300,15,325,8,15,,,,,,10Г2,10Г2,2,325х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,2,,,,,,,,,,325х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 10Г2. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.,dn=300; dn_branch=15; outer_diameter=325; wall_thickness=8; material=10Г2; execution=2; material_grade=10Г2; gost_designation=325х8; outer_d_branch=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,10Г2,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-300-2-325-8-15-15-10г2с1,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 325х8 исп. 2 10Г2С1 СТО СРО-П 60542948.00016-2013,300,15,325,8,15,,,,,,10Г2С1,10Г2С1,2,325х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,2,,,,,,,,,,325х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 10Г2С1. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.,dn=300; dn_branch=15; outer_diameter=325; wall_thickness=8; material=10Г2С1; execution=2; material_grade=10Г2С1; gost_designation=325х8; outer_d_branch=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,10Г2С1,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-300-2-325-8-15-15-10х17н13м2т,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 325х8 исп. 2 10Х17Н13М2Т СТО СРО-П 60542948.00016-2013,300,15,325,8,15,,,,,,10Х17Н13М2Т,10Х17Н13М2Т,2,325х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,2,,,,,,,,,,325х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 10Х17Н13М2Т. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.,dn=300; dn_branch=15; outer_diameter=325; wall_thickness=8; material=10Х17Н13М2Т; execution=2; material_grade=10Х17Н13М2Т; gost_designation=325х8; outer_d_branch=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,10Х17Н13М2Т,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-300-2-325-8-15-15-12х18н10т,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 325х8 исп. 2 12Х18Н10Т СТО СРО-П 60542948.00016-2013,300,15,325,8,15,,,,,,12Х18Н10Т,12Х18Н10Т,2,325х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,2,,,,,,,,,,325х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 12Х18Н10Т. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.,dn=300; dn_branch=15; outer_diameter=325; wall_thickness=8; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; gost_designation=325х8; outer_d_branch=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,12Х18Н10Т,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-300-2-325-8-15-15-13хфа,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 325х8 исп. 2 13ХФА СТО СРО-П 60542948.00016-2013,300,15,325,8,15,,,,,,13ХФА,13ХФА,2,325х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,2,,,,,,,,,,325х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 13ХФА. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.,dn=300; dn_branch=15; outer_diameter=325; wall_thickness=8; material=13ХФА; execution=2; material_grade=13ХФА; gost_designation=325х8; outer_d_branch=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,13ХФА,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-300-2-325-8-15-15-17г1с,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 325х8 исп. 2 17Г1С СТО СРО-П 60542948.00016-2013,300,15,325,8,15,,,,,,17Г1С,17Г1С,2,325х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,2,,,,,,,,,,325х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 17Г1С. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.,dn=300; dn_branch=15; outer_diameter=325; wall_thickness=8; material=17Г1С; execution=2; material_grade=17Г1С; gost_designation=325х8; outer_d_branch=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,17Г1С,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-300-2-325-8-15-15-17г1с-у,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 325х8 исп. 2 17Г1С-У СТО СРО-П 60542948.00016-2013,300,15,325,8,15,,,,,,17Г1С-У,17Г1С-У,2,325х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,2,,,,,,,,,,325х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 17Г1С-У. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.,dn=300; dn_branch=15; outer_diameter=325; wall_thickness=8; material=17Г1С-У; execution=2; material_grade=17Г1С-У; gost_designation=325х8; outer_d_branch=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,17Г1С-У,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-300-2-325-8-15-15-17гс,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 325х8 исп. 2 17ГС СТО СРО-П 60542948.00016-2013,300,15,325,8,15,,,,,,17ГС,17ГС,2,325х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,2,,,,,,,,,,325х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 17ГС. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.,dn=300; dn_branch=15; outer_diameter=325; wall_thickness=8; material=17ГС; execution=2; material_grade=17ГС; gost_designation=325х8; outer_d_branch=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,17ГС,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-300-2-325-8-15-15-20,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 325х8 исп. 2 20 СТО СРО-П 60542948.00016-2013,300,15,325,8,15,,,,,,20,20,2,325х8,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,2,,,,,,,,,,325х8,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 300. Наружный диаметр D 325 мм. Толщина стенки T 8 мм. Марка стали 20. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 325х8.,dn=300; dn_branch=15; outer_diameter=325; wall_thickness=8; material=20; execution=2; material_grade=20; gost_designation=325х8; outer_d_branch=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-300-2-325-8-15-15,20,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-32-2-38-2,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 38х2 исп. 2 СТО СРО-П 60542948.00016-2013,32,,38,2,,,,,,,,,2,38х2,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-32-2-38-2,2,,,,,,,,,,38х2,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Марка стали 08Х18Н10Т. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; material=08Х18Н10Т; execution=2; material_grade=08Х18Н10Т; gost_designation=38х2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variable,,08Х18Н10Т|09Г2С|10|10Г2|10Г2С1|10Х17Н13М2Т|12Х18Н10Т|13ХФА|17Г1С|17Г1С-У|17ГС|20,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-32-2-38-2-08х18н10т,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 38х2 исп. 2 08Х18Н10Т СТО СРО-П 60542948.00016-2013,32,,38,2,,,,,,,08Х18Н10Т,08Х18Н10Т,2,38х2,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-32-2-38-2,2,,,,,,,,,,38х2,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Марка стали 08Х18Н10Т. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; material=08Х18Н10Т; execution=2; material_grade=08Х18Н10Т; gost_designation=38х2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-32-2-38-2,08Х18Н10Т,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-32-2-38-2-09г2с,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 38х2 исп. 2 09Г2С СТО СРО-П 60542948.00016-2013,32,,38,2,,,,,,,09Г2С,09Г2С,2,38х2,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-32-2-38-2,2,,,,,,,,,,38х2,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Марка стали 09Г2С. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; material=09Г2С; execution=2; material_grade=09Г2С; gost_designation=38х2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-32-2-38-2,09Г2С,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-32-2-38-2-10,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 38х2 исп. 2 10 СТО СРО-П 60542948.00016-2013,32,,38,2,,,,,,,10,10,2,38х2,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-32-2-38-2,2,,,,,,,,,,38х2,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Марка стали 10. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; material=10; execution=2; material_grade=10; gost_designation=38х2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-32-2-38-2,10,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-32-2-38-2-10г2,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 38х2 исп. 2 10Г2 СТО СРО-П 60542948.00016-2013,32,,38,2,,,,,,,10Г2,10Г2,2,38х2,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-32-2-38-2,2,,,,,,,,,,38х2,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Марка стали 10Г2. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; material=10Г2; execution=2; material_grade=10Г2; gost_designation=38х2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-32-2-38-2,10Г2,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-32-2-38-2-10г2с1,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 38х2 исп. 2 10Г2С1 СТО СРО-П 60542948.00016-2013,32,,38,2,,,,,,,10Г2С1,10Г2С1,2,38х2,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-32-2-38-2,2,,,,,,,,,,38х2,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Марка стали 10Г2С1. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; material=10Г2С1; execution=2; material_grade=10Г2С1; gost_designation=38х2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-32-2-38-2,10Г2С1,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-32-2-38-2-10х17н13м2т,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 38х2 исп. 2 10Х17Н13М2Т СТО СРО-П 60542948.00016-2013,32,,38,2,,,,,,,10Х17Н13М2Т,10Х17Н13М2Т,2,38х2,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-32-2-38-2,2,,,,,,,,,,38х2,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Марка стали 10Х17Н13М2Т. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; material=10Х17Н13М2Т; execution=2; material_grade=10Х17Н13М2Т; gost_designation=38х2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-32-2-38-2,10Х17Н13М2Т,Нет,,onbackorder,no
сто-сро-п-60542948-00016-2013-32-2-38-2-12х18н10т,СТО СРО-П 60542948.00016-2013,заглушки,Заглушки,ЗЭ,Заглушка 38х2 исп. 2 12Х18Н10Т СТО СРО-П 60542948.00016-2013,32,,38,2,,,,,,,12Х18Н10Т,12Х18Н10Т,2,38х2,,pdf/заглушки/СТО_СРОП_60542948_00016_2013.pdf,1,,,,,,,,,False,сто-сро-п-60542948-00016-2013-32-2-38-2,2,,,,,,,,,,38х2,Заглушка эллиптическая бесшовная приварная по СТО СРО-П 60542948.00016-2013. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Марка стали 12Х18Н10Т. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; gost_designation=38х2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variation,сто-сро-п-60542948-00016-2013-32-2-38-2,12Х18Н10Т,Нет,,onbackorder,no
