sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_height_mm,dim_gost_designation,description,attributes,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_outer_d_branch
гост-22815-1983-4-10-100-95-09г2сP,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая П 4-10-100 09Г2С ГОСТ 22815-1983,10,,95,,100,,,,09Г2С,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,09Г2С,,,4-10-100,True,гост-22815-1983-4-10-100-95,4,,4-10-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 10 мм. Наружный диаметр D 95 мм. PN 100 МПа. Исполнение 4. Размер A 60 мм. Высота h 4 мм. Марка стали 09Г2С. Температура среды от -50 до +510 °C. Условное обозначение: 4-10-100.,dn=10; outer_diameter=95; pn=100; material=09Г2С; execution=4; material_grade=09Г2С; gost_designation=4-10-100; cap_kind=flanged; dimension_a=60; flange_height_mm=4; supervised=Да,flanged,60,4,
гост-22815-1983-4-10-100-95-12х18н10т,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 4-10-100 12Х18Н10Т ГОСТ 22815-1983,10,,95,,100,,,,12Х18Н10Т,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,12Х18Н10Т,,,4-10-100,False,гост-22815-1983-4-10-100-95,4,,4-10-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 10 мм. Наружный диаметр D 95 мм. PN 100 МПа. Исполнение 4. Размер A 60 мм. Высота h 4 мм. Марка стали 12Х18Н10Т. Температура среды от -50 до +510 °C. Условное обозначение: 4-10-100.,dn=10; outer_diameter=95; pn=100; material=12Х18Н10Т; execution=4; material_grade=12Х18Н10Т; gost_designation=4-10-100; cap_kind=flanged; dimension_a=60; flange_height_mm=4,flanged,60,4,
гост-22815-1983-4-10-100-95-12х18н10тP,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая П 4-10-100 12Х18Н10Т ГОСТ 22815-1983,10,,95,,100,,,,12Х18Н10Т,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,12Х18Н10Т,,,4-10-100,True,гост-22815-1983-4-10-100-95,4,,4-10-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 10 мм. Наружный диаметр D 95 мм. PN 100 МПа. Исполнение 4. Размер A 60 мм. Высота h 4 мм. Марка стали 12Х18Н10Т. Температура среды от -50 до +510 °C. Условное обозначение: 4-10-100.,dn=10; outer_diameter=95; pn=100; material=12Х18Н10Т; execution=4; material_grade=12Х18Н10Т; gost_designation=4-10-100; cap_kind=flanged; dimension_a=60; flange_height_mm=4; supervised=Да,flanged,60,4,
гост-22815-1983-4-10-100-95-20,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 4-10-100 Ст20 ГОСТ 22815-1983,10,,95,,100,,,,20,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,20,,,4-10-100,False,гост-22815-1983-4-10-100-95,4,,4-10-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 10 мм. Наружный диаметр D 95 мм. PN 100 МПа. Исполнение 4. Размер A 60 мм. Высота h 4 мм. Марка стали 20. Температура среды от -50 до +510 °C. Условное обозначение: 4-10-100.,dn=10; outer_diameter=95; pn=100; material=20; execution=4; material_grade=20; gost_designation=4-10-100; cap_kind=flanged; dimension_a=60; flange_height_mm=4,flanged,60,4,
гост-22815-1983-4-10-100-95-13хфа,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 4-10-100 13ХФА ГОСТ 22815-1983,10,,95,,100,,,,13ХФА,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,13ХФА,,,4-10-100,False,гост-22815-1983-4-10-100-95,4,,4-10-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 10 мм. Наружный диаметр D 95 мм. PN 100 МПа. Исполнение 4. Размер A 60 мм. Высота h 4 мм. Марка стали 13ХФА. Температура среды от -50 до +510 °C. Условное обозначение: 4-10-100.,dn=10; outer_diameter=95; pn=100; material=13ХФА; execution=4; material_grade=13ХФА; gost_designation=4-10-100; cap_kind=flanged; dimension_a=60; flange_height_mm=4,flanged,60,4,
гост-22815-1983-4-10-100-95-17г1с,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 4-10-100 17Г1С ГОСТ 22815-1983,10,,95,,100,,,,17Г1С,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,17Г1С,,,4-10-100,False,гост-22815-1983-4-10-100-95,4,,4-10-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 10 мм. Наружный диаметр D 95 мм. PN 100 МПа. Исполнение 4. Размер A 60 мм. Высота h 4 мм. Марка стали 17Г1С. Температура среды от -50 до +510 °C. Условное обозначение: 4-10-100.,dn=10; outer_diameter=95; pn=100; material=17Г1С; execution=4; material_grade=17Г1С; gost_designation=4-10-100; cap_kind=flanged; dimension_a=60; flange_height_mm=4,flanged,60,4,
гост-22815-1983-4-10-100-95-17г1сP,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая П 4-10-100 17Г1С ГОСТ 22815-1983,10,,95,,100,,,,17Г1С,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,17Г1С,,,4-10-100,True,гост-22815-1983-4-10-100-95,4,,4-10-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 10 мм. Наружный диаметр D 95 мм. PN 100 МПа. Исполнение 4. Размер A 60 мм. Высота h 4 мм. Марка стали 17Г1С. Температура среды от -50 до +510 °C. Условное обозначение: 4-10-100.,dn=10; outer_diameter=95; pn=100; material=17Г1С; execution=4; material_grade=17Г1С; gost_designation=4-10-100; cap_kind=flanged; dimension_a=60; flange_height_mm=4; supervised=Да,flanged,60,4,
гост-22815-1983-4-10-100-95-20х3мвф,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 4-10-100 20Х3МВФ ГОСТ 22815-1983,10,,95,,100,,,,20Х3МВФ,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,20Х3МВФ,,,4-10-100,False,гост-22815-1983-4-10-100-95,4,,4-10-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 10 мм. Наружный диаметр D 95 мм. PN 100 МПа. Исполнение 4. Размер A 60 мм. Высота h 4 мм. Марка стали 20Х3МВФ. Температура среды от -50 до +510 °C. Условное обозначение: 4-10-100.,dn=10; outer_diameter=95; pn=100; material=20Х3МВФ; execution=4; material_grade=20Х3МВФ; gost_designation=4-10-100; cap_kind=flanged; dimension_a=60; flange_height_mm=4,flanged,60,4,
гост-22815-1983-2-15-100-105-09г2с,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 2-15-100 09Г2С ГОСТ 22815-1983,15,,105,,100,,,1.3,09Г2С,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,2,,09Г2С,,,2-15-100,False,гост-22815-1983-2-15-100-105,2,,2-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 2. Размер A 68 мм. Марка стали 09Г2С. Масса 1.3 кг. Температура среды от -50 до +510 °C. Условное обозначение: 2-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.3; material=09Г2С; execution=2; material_grade=09Г2С; gost_designation=2-15-100; cap_kind=flanged; dimension_a=68,flanged,68,,
гост-22815-1983-2-15-100-105-09г2сP,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая П 2-15-100 09Г2С ГОСТ 22815-1983,15,,105,,100,,,1.3,09Г2С,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,2,,09Г2С,,,2-15-100,True,гост-22815-1983-2-15-100-105,2,,2-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 2. Размер A 68 мм. Марка стали 09Г2С. Масса 1.3 кг. Температура среды от -50 до +510 °C. Условное обозначение: 2-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.3; material=09Г2С; execution=2; material_grade=09Г2С; gost_designation=2-15-100; cap_kind=flanged; dimension_a=68; supervised=Да,flanged,68,,
гост-22815-1983-2-15-100-105-12х18н10т,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 2-15-100 12Х18Н10Т ГОСТ 22815-1983,15,,105,,100,,,1.3,12Х18Н10Т,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,2,,12Х18Н10Т,,,2-15-100,False,гост-22815-1983-2-15-100-105,2,,2-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 2. Размер A 68 мм. Марка стали 12Х18Н10Т. Масса 1.3 кг. Температура среды от -50 до +510 °C. Условное обозначение: 2-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.3; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; gost_designation=2-15-100; cap_kind=flanged; dimension_a=68,flanged,68,,
гост-22815-1983-2-15-100-105-12х18н10тP,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая П 2-15-100 12Х18Н10Т ГОСТ 22815-1983,15,,105,,100,,,1.3,12Х18Н10Т,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,2,,12Х18Н10Т,,,2-15-100,True,гост-22815-1983-2-15-100-105,2,,2-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 2. Размер A 68 мм. Марка стали 12Х18Н10Т. Масса 1.3 кг. Температура среды от -50 до +510 °C. Условное обозначение: 2-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.3; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; gost_designation=2-15-100; cap_kind=flanged; dimension_a=68; supervised=Да,flanged,68,,
гост-22815-1983-2-15-100-105-20,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 2-15-100 Ст20 ГОСТ 22815-1983,15,,105,,100,,,1.3,20,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,2,,20,,,2-15-100,False,гост-22815-1983-2-15-100-105,2,,2-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 2. Размер A 68 мм. Марка стали 20. Масса 1.3 кг. Температура среды от -50 до +510 °C. Условное обозначение: 2-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.3; material=20; execution=2; material_grade=20; gost_designation=2-15-100; cap_kind=flanged; dimension_a=68,flanged,68,,
гост-22815-1983-2-15-100-105-13хфа,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 2-15-100 13ХФА ГОСТ 22815-1983,15,,105,,100,,,1.3,13ХФА,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,2,,13ХФА,,,2-15-100,False,гост-22815-1983-2-15-100-105,2,,2-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 2. Размер A 68 мм. Марка стали 13ХФА. Масса 1.3 кг. Температура среды от -50 до +510 °C. Условное обозначение: 2-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.3; material=13ХФА; execution=2; material_grade=13ХФА; gost_designation=2-15-100; cap_kind=flanged; dimension_a=68,flanged,68,,
гост-22815-1983-2-15-100-105-17г1с,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 2-15-100 17Г1С ГОСТ 22815-1983,15,,105,,100,,,1.3,17Г1С,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,2,,17Г1С,,,2-15-100,False,гост-22815-1983-2-15-100-105,2,,2-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 2. Размер A 68 мм. Марка стали 17Г1С. Масса 1.3 кг. Температура среды от -50 до +510 °C. Условное обозначение: 2-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.3; material=17Г1С; execution=2; material_grade=17Г1С; gost_designation=2-15-100; cap_kind=flanged; dimension_a=68,flanged,68,,
гост-22815-1983-2-15-100-105-17г1сP,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая П 2-15-100 17Г1С ГОСТ 22815-1983,15,,105,,100,,,1.3,17Г1С,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,2,,17Г1С,,,2-15-100,True,гост-22815-1983-2-15-100-105,2,,2-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 2. Размер A 68 мм. Марка стали 17Г1С. Масса 1.3 кг. Температура среды от -50 до +510 °C. Условное обозначение: 2-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.3; material=17Г1С; execution=2; material_grade=17Г1С; gost_designation=2-15-100; cap_kind=flanged; dimension_a=68; supervised=Да,flanged,68,,
гост-22815-1983-2-15-100-105-20х3мвф,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 2-15-100 20Х3МВФ ГОСТ 22815-1983,15,,105,,100,,,1.3,20Х3МВФ,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,2,,20Х3МВФ,,,2-15-100,False,гост-22815-1983-2-15-100-105,2,,2-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 2. Размер A 68 мм. Марка стали 20Х3МВФ. Масса 1.3 кг. Температура среды от -50 до +510 °C. Условное обозначение: 2-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.3; material=20Х3МВФ; execution=2; material_grade=20Х3МВФ; gost_designation=2-15-100; cap_kind=flanged; dimension_a=68,flanged,68,,
гост-22815-1983-4-15-100-105-09г2с,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 4-15-100 09Г2С ГОСТ 22815-1983,15,,105,,100,,,1.7,09Г2С,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,09Г2С,,,4-15-100,False,гост-22815-1983-4-15-100-105,4,,4-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 4. Марка стали 09Г2С. Масса 1.7 кг. Температура среды от -50 до +510 °C. Условное обозначение: 4-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.7; material=09Г2С; execution=4; material_grade=09Г2С; gost_designation=4-15-100; cap_kind=flanged,flanged,,,
гост-22815-1983-4-15-100-105-09г2сP,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая П 4-15-100 09Г2С ГОСТ 22815-1983,15,,105,,100,,,1.7,09Г2С,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,09Г2С,,,4-15-100,True,гост-22815-1983-4-15-100-105,4,,4-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 4. Марка стали 09Г2С. Масса 1.7 кг. Температура среды от -50 до +510 °C. Условное обозначение: 4-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.7; material=09Г2С; execution=4; material_grade=09Г2С; gost_designation=4-15-100; cap_kind=flanged; supervised=Да,flanged,,,
гост-22815-1983-4-15-100-105-12х18н10т,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 4-15-100 12Х18Н10Т ГОСТ 22815-1983,15,,105,,100,,,1.7,12Х18Н10Т,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,12Х18Н10Т,,,4-15-100,False,гост-22815-1983-4-15-100-105,4,,4-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 4. Марка стали 12Х18Н10Т. Масса 1.7 кг. Температура среды от -50 до +510 °C. Условное обозначение: 4-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.7; material=12Х18Н10Т; execution=4; material_grade=12Х18Н10Т; gost_designation=4-15-100; cap_kind=flanged,flanged,,,
гост-22815-1983-4-15-100-105-12х18н10тP,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая П 4-15-100 12Х18Н10Т ГОСТ 22815-1983,15,,105,,100,,,1.7,12Х18Н10Т,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,12Х18Н10Т,,,4-15-100,True,гост-22815-1983-4-15-100-105,4,,4-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 4. Марка стали 12Х18Н10Т. Масса 1.7 кг. Температура среды от -50 до +510 °C. Условное обозначение: 4-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.7; material=12Х18Н10Т; execution=4; material_grade=12Х18Н10Т; gost_designation=4-15-100; cap_kind=flanged; supervised=Да,flanged,,,
гост-22815-1983-4-15-100-105-20,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 4-15-100 Ст20 ГОСТ 22815-1983,15,,105,,100,,,1.7,20,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,20,,,4-15-100,False,гост-22815-1983-4-15-100-105,4,,4-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 4. Марка стали 20. Масса 1.7 кг. Температура среды от -50 до +510 °C. Условное обозначение: 4-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.7; material=20; execution=4; material_grade=20; gost_designation=4-15-100; cap_kind=flanged,flanged,,,
гост-22815-1983-4-15-100-105-13хфа,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 4-15-100 13ХФА ГОСТ 22815-1983,15,,105,,100,,,1.7,13ХФА,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,13ХФА,,,4-15-100,False,гост-22815-1983-4-15-100-105,4,,4-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 4. Марка стали 13ХФА. Масса 1.7 кг. Температура среды от -50 до +510 °C. Условное обозначение: 4-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.7; material=13ХФА; execution=4; material_grade=13ХФА; gost_designation=4-15-100; cap_kind=flanged,flanged,,,
гост-22815-1983-4-15-100-105-17г1с,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 4-15-100 17Г1С ГОСТ 22815-1983,15,,105,,100,,,1.7,17Г1С,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,17Г1С,,,4-15-100,False,гост-22815-1983-4-15-100-105,4,,4-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 4. Марка стали 17Г1С. Масса 1.7 кг. Температура среды от -50 до +510 °C. Условное обозначение: 4-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.7; material=17Г1С; execution=4; material_grade=17Г1С; gost_designation=4-15-100; cap_kind=flanged,flanged,,,
гост-22815-1983-4-15-100-105-17г1сP,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая П 4-15-100 17Г1С ГОСТ 22815-1983,15,,105,,100,,,1.7,17Г1С,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,17Г1С,,,4-15-100,True,гост-22815-1983-4-15-100-105,4,,4-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 4. Марка стали 17Г1С. Масса 1.7 кг. Температура среды от -50 до +510 °C. Условное обозначение: 4-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.7; material=17Г1С; execution=4; material_grade=17Г1С; gost_designation=4-15-100; cap_kind=flanged; supervised=Да,flanged,,,
гост-22815-1983-4-15-100-105-20х3мвф,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 4-15-100 20Х3МВФ ГОСТ 22815-1983,15,,105,,100,,,1.7,20Х3МВФ,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,4,,20Х3МВФ,,,4-15-100,False,гост-22815-1983-4-15-100-105,4,,4-15-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 15 мм. Наружный диаметр D 105 мм. PN 100 МПа. Исполнение 4. Марка стали 20Х3МВФ. Масса 1.7 кг. Температура среды от -50 до +510 °C. Условное обозначение: 4-15-100.,dn=15; outer_diameter=105; pn=100; mass_kg=1.7; material=20Х3МВФ; execution=4; material_grade=20Х3МВФ; gost_designation=4-15-100; cap_kind=flanged,flanged,,,
гост-22815-1983-3-25-100-115-09г2с,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 3-25-100 09Г2С ГОСТ 22815-1983,25,,115,,100,,,,09Г2С,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,3,,09Г2С,,,3-25-100,False,гост-22815-1983-3-25-100-115,3,,3-25-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 25 мм. Наружный диаметр D 115 мм. PN 100 МПа. Исполнение 3. Размер A 80 мм. Высота h 5 мм. Марка стали 09Г2С. Температура среды от -50 до +510 °C. Условное обозначение: 3-25-100.,dn=25; outer_diameter=115; pn=100; material=09Г2С; execution=3; material_grade=09Г2С; gost_designation=3-25-100; cap_kind=flanged; dimension_a=80; flange_height_mm=5,flanged,80,5,
гост-22815-1983-3-25-100-115-09г2сP,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая П 3-25-100 09Г2С ГОСТ 22815-1983,25,,115,,100,,,,09Г2С,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,3,,09Г2С,,,3-25-100,True,гост-22815-1983-3-25-100-115,3,,3-25-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 25 мм. Наружный диаметр D 115 мм. PN 100 МПа. Исполнение 3. Размер A 80 мм. Высота h 5 мм. Марка стали 09Г2С. Температура среды от -50 до +510 °C. Условное обозначение: 3-25-100.,dn=25; outer_diameter=115; pn=100; material=09Г2С; execution=3; material_grade=09Г2С; gost_designation=3-25-100; cap_kind=flanged; dimension_a=80; flange_height_mm=5; supervised=Да,flanged,80,5,
гост-22815-1983-3-25-100-115-12х18н10т,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 3-25-100 12Х18Н10Т ГОСТ 22815-1983,25,,115,,100,,,,12Х18Н10Т,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,3,,12Х18Н10Т,,,3-25-100,False,гост-22815-1983-3-25-100-115,3,,3-25-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 25 мм. Наружный диаметр D 115 мм. PN 100 МПа. Исполнение 3. Размер A 80 мм. Высота h 5 мм. Марка стали 12Х18Н10Т. Температура среды от -50 до +510 °C. Условное обозначение: 3-25-100.,dn=25; outer_diameter=115; pn=100; material=12Х18Н10Т; execution=3; material_grade=12Х18Н10Т; gost_designation=3-25-100; cap_kind=flanged; dimension_a=80; flange_height_mm=5,flanged,80,5,
гост-22815-1983-3-25-100-115-12х18н10тP,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая П 3-25-100 12Х18Н10Т ГОСТ 22815-1983,25,,115,,100,,,,12Х18Н10Т,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,3,,12Х18Н10Т,,,3-25-100,True,гост-22815-1983-3-25-100-115,3,,3-25-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 25 мм. Наружный диаметр D 115 мм. PN 100 МПа. Исполнение 3. Размер A 80 мм. Высота h 5 мм. Марка стали 12Х18Н10Т. Температура среды от -50 до +510 °C. Условное обозначение: 3-25-100.,dn=25; outer_diameter=115; pn=100; material=12Х18Н10Т; execution=3; material_grade=12Х18Н10Т; gost_designation=3-25-100; cap_kind=flanged; dimension_a=80; flange_height_mm=5; supervised=Да,flanged,80,5,
гост-22815-1983-3-25-100-115-20,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 3-25-100 Ст20 ГОСТ 22815-1983,25,,115,,100,,,,20,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,3,,20,,,3-25-100,False,гост-22815-1983-3-25-100-115,3,,3-25-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 25 мм. Наружный диаметр D 115 мм. PN 100 МПа. Исполнение 3. Размер A 80 мм. Высота h 5 мм. Марка стали 20. Температура среды от -50 до +510 °C. Условное обозначение: 3-25-100.,dn=25; outer_diameter=115; pn=100; material=20; execution=3; material_grade=20; gost_designation=3-25-100; cap_kind=flanged; dimension_a=80; flange_height_mm=5,flanged,80,5,
гост-22815-1983-3-25-100-115-13хфа,ГОСТ 22815-1983,ГОСТ 22815-1983,заглушки,Заглушки,ЗФ,Заглушка фланцевая 3-25-100 13ХФА ГОСТ 22815-1983,25,,115,,100,,,,13ХФА,1,pdf/отводы/ГОСТ_22815_1983.pdf,,,,,,3,,13ХФА,,,3-25-100,False,гост-22815-1983-3-25-100-115,3,,3-25-100,Заглушка фланцевая по ГОСТ 22815-1983. Условный проход Dy 25 мм. Наружный диаметр D 115 мм. PN 100 МПа. Исполнение 3. Размер A 80 мм. Высота h 5 мм. Марка стали 13ХФА. Температура среды от -50 до +510 °C. Условное обозначение: 3-25-100.,dn=25; outer_diameter=115; pn=100; material=13ХФА; execution=3; material_grade=13ХФА; gost_designation=3-25-100; cap_kind=flanged; dimension_a=80; flange_height_mm=5,flanged,80,5,
