sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_gost_designation,description,attributes
гост-6533-1978-1-2800-2800-16---1-20,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D2800 H560 s16 Ст20 ГОСТ 6533-1978,2800,,2800,16,,,,1149.3,20,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,20,,,2800-16,False,гост-6533-1978-1-2800-2800-16---1,1,560,,,,2800-16,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 2800 мм. Высота эллиптической части H 560 мм. Толщина стенки s 16 мм. Марка стали 20. Масса 1149.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 2800-16.",dn=2800; outer_diameter=2800; wall_thickness=16; mass_kg=1061.1; material=20; execution=1; material_grade=20; height_mm=560; gost_designation=2800-16
гост-6533-1978-1-2800-2800-16---1-13хфа,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D2800 H560 s16 13ХФА ГОСТ 6533-1978,2800,,2800,16,,,,1149.3,13ХФА,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,13ХФА,,,2800-16,False,гост-6533-1978-1-2800-2800-16---1,1,560,,,,2800-16,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 2800 мм. Высота эллиптической части H 560 мм. Толщина стенки s 16 мм. Марка стали 13ХФА. Масса 1149.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 2800-16.",dn=2800; outer_diameter=2800; wall_thickness=16; mass_kg=1061.1; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=560; gost_designation=2800-16
гост-6533-1978-1-2800-2800-16---1-17г1с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D2800 H560 s16 17Г1С ГОСТ 6533-1978,2800,,2800,16,,,,1149.3,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,2800-16,False,гост-6533-1978-1-2800-2800-16---1,1,560,,,,2800-16,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 2800 мм. Высота эллиптической части H 560 мм. Толщина стенки s 16 мм. Марка стали 17Г1С. Масса 1149.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 2800-16.",dn=2800; outer_diameter=2800; wall_thickness=16; mass_kg=1061.1; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=560; gost_designation=2800-16
гост-6533-1978-1-2800-2800-16---1-17г1сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D2800 H560 s16 17Г1С ГОСТ 6533-1978,2800,,2800,16,,,,1149.3,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,2800-16,True,гост-6533-1978-1-2800-2800-16---1,1,560,,,,2800-16,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 2800 мм. Высота эллиптической части H 560 мм. Толщина стенки s 16 мм. Марка стали 17Г1С. Масса 1149.3 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 2800-16.",dn=2800; outer_diameter=2800; wall_thickness=16; mass_kg=1061.1; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=560; gost_designation=2800-16; supervised=Да
гост-6533-1978-1-3000-3000-50---1-09г2с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s50 09Г2С ГОСТ 6533-1978,3000,,3000,50,,,,4362.1,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,3000-50,False,гост-6533-1978-1-3000-3000-50---1,1,600,,,,3000-50,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 50 мм. Марка стали 09Г2С. Масса 4362.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-50.",dn=3000; outer_diameter=3000; wall_thickness=50; mass_kg=747.3; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=600; gost_designation=3000-50
гост-6533-1978-1-3000-3000-50---1-09г2сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D3000 H600 s50 09Г2С ГОСТ 6533-1978,3000,,3000,50,,,,4362.1,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,3000-50,True,гост-6533-1978-1-3000-3000-50---1,1,600,,,,3000-50,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 50 мм. Марка стали 09Г2С. Масса 4362.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-50.",dn=3000; outer_diameter=3000; wall_thickness=50; mass_kg=747.3; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=600; gost_designation=3000-50; supervised=Да
гост-6533-1978-1-3000-3000-50---1-12х18н10т,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s50 12Х18Н10Т ГОСТ 6533-1978,3000,,3000,50,,,,4362.1,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,3000-50,False,гост-6533-1978-1-3000-3000-50---1,1,600,,,,3000-50,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 50 мм. Марка стали 12Х18Н10Т. Масса 4362.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-50.",dn=3000; outer_diameter=3000; wall_thickness=50; mass_kg=747.3; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=600; gost_designation=3000-50
гост-6533-1978-1-3000-3000-50---1-12х18н10тP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D3000 H600 s50 12Х18Н10Т ГОСТ 6533-1978,3000,,3000,50,,,,4362.1,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,3000-50,True,гост-6533-1978-1-3000-3000-50---1,1,600,,,,3000-50,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 50 мм. Марка стали 12Х18Н10Т. Масса 4362.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-50.",dn=3000; outer_diameter=3000; wall_thickness=50; mass_kg=747.3; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=600; gost_designation=3000-50; supervised=Да
гост-6533-1978-1-3000-3000-50---1-20,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s50 Ст20 ГОСТ 6533-1978,3000,,3000,50,,,,4362.1,20,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,20,,,3000-50,False,гост-6533-1978-1-3000-3000-50---1,1,600,,,,3000-50,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 50 мм. Марка стали 20. Масса 4362.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-50.",dn=3000; outer_diameter=3000; wall_thickness=50; mass_kg=747.3; material=20; execution=1; material_grade=20; height_mm=600; gost_designation=3000-50
гост-6533-1978-1-3000-3000-50---1-13хфа,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s50 13ХФА ГОСТ 6533-1978,3000,,3000,50,,,,4362.1,13ХФА,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,13ХФА,,,3000-50,False,гост-6533-1978-1-3000-3000-50---1,1,600,,,,3000-50,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 50 мм. Марка стали 13ХФА. Масса 4362.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-50.",dn=3000; outer_diameter=3000; wall_thickness=50; mass_kg=747.3; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=600; gost_designation=3000-50
гост-6533-1978-1-3000-3000-50---1-17г1с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s50 17Г1С ГОСТ 6533-1978,3000,,3000,50,,,,4362.1,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,3000-50,False,гост-6533-1978-1-3000-3000-50---1,1,600,,,,3000-50,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 50 мм. Марка стали 17Г1С. Масса 4362.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-50.",dn=3000; outer_diameter=3000; wall_thickness=50; mass_kg=747.3; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=600; gost_designation=3000-50
гост-6533-1978-1-3000-3000-50---1-17г1сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D3000 H600 s50 17Г1С ГОСТ 6533-1978,3000,,3000,50,,,,4362.1,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,3000-50,True,гост-6533-1978-1-3000-3000-50---1,1,600,,,,3000-50,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 50 мм. Марка стали 17Г1С. Масса 4362.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-50.",dn=3000; outer_diameter=3000; wall_thickness=50; mass_kg=747.3; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=600; gost_designation=3000-50; supervised=Да
гост-6533-1978-1-3000-3000-60---1-09г2с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s60 09Г2С ГОСТ 6533-1978,3000,,3000,60,,,,5364.1,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,3000-60,False,гост-6533-1978-1-3000-3000-60---1,1,600,,,,3000-60,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 60 мм. Марка стали 09Г2С. Масса 5364.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-60.",dn=3000; outer_diameter=3000; wall_thickness=60; mass_kg=906.8; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=600; gost_designation=3000-60
гост-6533-1978-1-3000-3000-60---1-09г2сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D3000 H600 s60 09Г2С ГОСТ 6533-1978,3000,,3000,60,,,,5364.1,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,3000-60,True,гост-6533-1978-1-3000-3000-60---1,1,600,,,,3000-60,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 60 мм. Марка стали 09Г2С. Масса 5364.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-60.",dn=3000; outer_diameter=3000; wall_thickness=60; mass_kg=906.8; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=600; gost_designation=3000-60; supervised=Да
гост-6533-1978-1-3000-3000-60---1-12х18н10т,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s60 12Х18Н10Т ГОСТ 6533-1978,3000,,3000,60,,,,5364.1,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,3000-60,False,гост-6533-1978-1-3000-3000-60---1,1,600,,,,3000-60,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 60 мм. Марка стали 12Х18Н10Т. Масса 5364.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-60.",dn=3000; outer_diameter=3000; wall_thickness=60; mass_kg=906.8; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=600; gost_designation=3000-60
гост-6533-1978-1-3000-3000-60---1-12х18н10тP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D3000 H600 s60 12Х18Н10Т ГОСТ 6533-1978,3000,,3000,60,,,,5364.1,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,3000-60,True,гост-6533-1978-1-3000-3000-60---1,1,600,,,,3000-60,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 60 мм. Марка стали 12Х18Н10Т. Масса 5364.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-60.",dn=3000; outer_diameter=3000; wall_thickness=60; mass_kg=906.8; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=600; gost_designation=3000-60; supervised=Да
гост-6533-1978-1-3000-3000-60---1-20,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s60 Ст20 ГОСТ 6533-1978,3000,,3000,60,,,,5364.1,20,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,20,,,3000-60,False,гост-6533-1978-1-3000-3000-60---1,1,600,,,,3000-60,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 60 мм. Марка стали 20. Масса 5364.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-60.",dn=3000; outer_diameter=3000; wall_thickness=60; mass_kg=906.8; material=20; execution=1; material_grade=20; height_mm=600; gost_designation=3000-60
гост-6533-1978-1-3000-3000-60---1-13хфа,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s60 13ХФА ГОСТ 6533-1978,3000,,3000,60,,,,5364.1,13ХФА,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,13ХФА,,,3000-60,False,гост-6533-1978-1-3000-3000-60---1,1,600,,,,3000-60,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 60 мм. Марка стали 13ХФА. Масса 5364.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-60.",dn=3000; outer_diameter=3000; wall_thickness=60; mass_kg=906.8; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=600; gost_designation=3000-60
гост-6533-1978-1-3000-3000-60---1-17г1с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s60 17Г1С ГОСТ 6533-1978,3000,,3000,60,,,,5364.1,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,3000-60,False,гост-6533-1978-1-3000-3000-60---1,1,600,,,,3000-60,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 60 мм. Марка стали 17Г1С. Масса 5364.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-60.",dn=3000; outer_diameter=3000; wall_thickness=60; mass_kg=906.8; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=600; gost_designation=3000-60
гост-6533-1978-1-3000-3000-60---1-17г1сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D3000 H600 s60 17Г1С ГОСТ 6533-1978,3000,,3000,60,,,,5364.1,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,3000-60,True,гост-6533-1978-1-3000-3000-60---1,1,600,,,,3000-60,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 60 мм. Марка стали 17Г1С. Масса 5364.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-60.",dn=3000; outer_diameter=3000; wall_thickness=60; mass_kg=906.8; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=600; gost_designation=3000-60; supervised=Да
гост-6533-1978-1-3000-3000-14---1-09г2с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s14 09Г2С ГОСТ 6533-1978,3000,,3000,14,,,,1147.2,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,3000-14,False,гост-6533-1978-1-3000-3000-14---1,1,600,,,,3000-14,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 14 мм. Марка стали 09Г2С. Масса 1147.2 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-14.",dn=3000; outer_diameter=3000; wall_thickness=14; mass_kg=1059.3; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=600; gost_designation=3000-14
гост-6533-1978-1-3000-3000-14---1-09г2сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D3000 H600 s14 09Г2С ГОСТ 6533-1978,3000,,3000,14,,,,1147.2,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,3000-14,True,гост-6533-1978-1-3000-3000-14---1,1,600,,,,3000-14,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 14 мм. Марка стали 09Г2С. Масса 1147.2 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-14.",dn=3000; outer_diameter=3000; wall_thickness=14; mass_kg=1059.3; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=600; gost_designation=3000-14; supervised=Да
гост-6533-1978-1-3000-3000-14---1-12х18н10т,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s14 12Х18Н10Т ГОСТ 6533-1978,3000,,3000,14,,,,1147.2,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,3000-14,False,гост-6533-1978-1-3000-3000-14---1,1,600,,,,3000-14,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 14 мм. Марка стали 12Х18Н10Т. Масса 1147.2 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-14.",dn=3000; outer_diameter=3000; wall_thickness=14; mass_kg=1059.3; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=600; gost_designation=3000-14
гост-6533-1978-1-3000-3000-14---1-12х18н10тP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D3000 H600 s14 12Х18Н10Т ГОСТ 6533-1978,3000,,3000,14,,,,1147.2,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,3000-14,True,гост-6533-1978-1-3000-3000-14---1,1,600,,,,3000-14,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 14 мм. Марка стали 12Х18Н10Т. Масса 1147.2 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-14.",dn=3000; outer_diameter=3000; wall_thickness=14; mass_kg=1059.3; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=600; gost_designation=3000-14; supervised=Да
гост-6533-1978-1-3000-3000-14---1-20,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s14 Ст20 ГОСТ 6533-1978,3000,,3000,14,,,,1147.2,20,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,20,,,3000-14,False,гост-6533-1978-1-3000-3000-14---1,1,600,,,,3000-14,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 14 мм. Марка стали 20. Масса 1147.2 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-14.",dn=3000; outer_diameter=3000; wall_thickness=14; mass_kg=1059.3; material=20; execution=1; material_grade=20; height_mm=600; gost_designation=3000-14
гост-6533-1978-1-3000-3000-14---1-13хфа,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s14 13ХФА ГОСТ 6533-1978,3000,,3000,14,,,,1147.2,13ХФА,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,13ХФА,,,3000-14,False,гост-6533-1978-1-3000-3000-14---1,1,600,,,,3000-14,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 14 мм. Марка стали 13ХФА. Масса 1147.2 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-14.",dn=3000; outer_diameter=3000; wall_thickness=14; mass_kg=1059.3; material=13ХФА; execution=1; material_grade=13ХФА; height_mm=600; gost_designation=3000-14
гост-6533-1978-1-3000-3000-14---1-17г1с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s14 17Г1С ГОСТ 6533-1978,3000,,3000,14,,,,1147.2,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,3000-14,False,гост-6533-1978-1-3000-3000-14---1,1,600,,,,3000-14,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 14 мм. Марка стали 17Г1С. Масса 1147.2 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-14.",dn=3000; outer_diameter=3000; wall_thickness=14; mass_kg=1059.3; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=600; gost_designation=3000-14
гост-6533-1978-1-3000-3000-14---1-17г1сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D3000 H600 s14 17Г1С ГОСТ 6533-1978,3000,,3000,14,,,,1147.2,17Г1С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,17Г1С,,,3000-14,True,гост-6533-1978-1-3000-3000-14---1,1,600,,,,3000-14,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 14 мм. Марка стали 17Г1С. Масса 1147.2 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-14.",dn=3000; outer_diameter=3000; wall_thickness=14; mass_kg=1059.3; material=17Г1С; execution=1; material_grade=17Г1С; height_mm=600; gost_designation=3000-14; supervised=Да
гост-6533-1978-1-3000-3000-16---1-09г2с,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s16 09Г2С ГОСТ 6533-1978,3000,,3000,16,,,,1313.1,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,3000-16,False,гост-6533-1978-1-3000-3000-16---1,1,600,,,,3000-16,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 16 мм. Марка стали 09Г2С. Масса 1313.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-16.",dn=3000; outer_diameter=3000; wall_thickness=16; mass_kg=1212.9; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=600; gost_designation=3000-16
гост-6533-1978-1-3000-3000-16---1-09г2сP,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое П D3000 H600 s16 09Г2С ГОСТ 6533-1978,3000,,3000,16,,,,1313.1,09Г2С,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,09Г2С,,,3000-16,True,гост-6533-1978-1-3000-3000-16---1,1,600,,,,3000-16,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 16 мм. Марка стали 09Г2С. Масса 1313.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-16.",dn=3000; outer_diameter=3000; wall_thickness=16; mass_kg=1212.9; material=09Г2С; execution=1; material_grade=09Г2С; height_mm=600; gost_designation=3000-16; supervised=Да
гост-6533-1978-1-3000-3000-16---1-12х18н10т,ГОСТ 6533-1978,ГОСТ 6533-1978,днища,Днища,ДЭ,Днище эллиптическое D3000 H600 s16 12Х18Н10Т ГОСТ 6533-1978,3000,,3000,16,,,,1313.1,12Х18Н10Т,1,pdf/заглушки-и-днища/ГОСТ_6533_1978.pdf,,,,,,1,,12Х18Н10Т,,,3000-16,False,гост-6533-1978-1-3000-3000-16---1,1,600,,,,3000-16,"Днище эллиптическое отбортованное по ГОСТ 6533-1978. Наружный диаметр D 3000 мм. Высота эллиптической части H 600 мм. Толщина стенки s 16 мм. Марка стали 12Х18Н10Т. Масса 1313.1 кг. Рабочее давление PN до 6,3 МПа. Условное обозначение: 3000-16.",dn=3000; outer_diameter=3000; wall_thickness=16; mass_kg=1212.9; material=12Х18Н10Т; execution=1; material_grade=12Х18Н10Т; height_mm=600; gost_designation=3000-16
